23.380996600000003,120.4166344,9,bank
23.380996600000003,120.4166344,9,finance
23.380996600000003,120.4166344,7,establishment
23.420361,120.39751399999999,9,home_goods_store
23.420361,120.39751399999999,9,store
23.420361,120.39751399999999,7,establishment
23.395032999999998,120.40983500000002,9,moving_company
23.395032999999998,120.40983500000002,9,store
23.395032999999998,120.40983500000002,7,establishment
23.3951474,120.4113354,9,store
23.3951474,120.4113354,7,establishment
23.395313,120.406219,10,bus_station
23.395313,120.406219,10,transit_station
23.395313,120.406219,7,establishment
23.395221,120.406295,10,bus_station
23.395221,120.406295,10,transit_station
23.395221,120.406295,7,establishment
23.389688,120.404357,10,bus_station
23.389688,120.404357,10,transit_station
23.389688,120.404357,7,establishment
23.393301,120.41196399999998,10,bus_station
23.393301,120.41196399999998,10,transit_station
23.393301,120.41196399999998,7,establishment
23.389432,120.404449,10,bus_station
23.389432,120.404449,10,transit_station
23.389432,120.404449,7,establishment
23.393273999999998,120.41208600000002,10,bus_station
23.393273999999998,120.41208600000002,10,transit_station
23.393273999999998,120.41208600000002,7,establishment
23.392303,120.394706,10,bus_station
23.392303,120.394706,10,transit_station
23.392303,120.394706,7,establishment
23.392211,120.39456100000001,10,bus_station
23.392211,120.39456100000001,10,transit_station
23.392211,120.39456100000001,7,establishment
23.391191,120.41203300000001,10,bus_station
23.391191,120.41203300000001,10,transit_station
23.391191,120.41203300000001,7,establishment
23.391197000000002,120.412178,10,bus_station
23.391197000000002,120.412178,10,transit_station
23.391197000000002,120.412178,7,establishment
23.38787,120.403663,10,bus_station
23.38787,120.403663,10,transit_station
23.38787,120.403663,7,establishment
23.38776,120.40355600000001,10,bus_station
23.38776,120.40355600000001,10,transit_station
23.38776,120.40355600000001,7,establishment
23.388879,120.39636200000001,10,bus_station
23.388879,120.39636200000001,10,transit_station
23.388879,120.39636200000001,7,establishment
23.388826,120.396217,10,bus_station
23.388826,120.396217,10,transit_station
23.388826,120.396217,7,establishment
23.386514000000002,120.408561,10,bus_station
23.386514000000002,120.408561,10,transit_station
23.386514000000002,120.408561,7,establishment
23.386287,120.408882,10,bus_station
23.386287,120.408882,10,transit_station
23.386287,120.408882,7,establishment
23.38577,120.394348,10,bus_station
23.38577,120.394348,10,transit_station
23.38577,120.394348,7,establishment
23.385587,120.394393,10,bus_station
23.385587,120.394393,10,transit_station
23.385587,120.394393,7,establishment
23.386882,120.413871,10,bus_station
23.386882,120.413871,10,transit_station
