緯度,經度,案件編號,立案案號,事項
23.0431447,120.1842764, UN201606070045 , A-TB-2016-36033 , 場所連續噪音 
23.0059995,120.2627525, UN201606070082 , A-TB-2016-36046 , 其他汙染舉發 
23.0268512,120.2245561, UN201606070156 , A-TB-2016-36096 , 其他汙染舉發 
22.9297121,120.193432, UN201606070261 , A-TB-2016-36176 , 環境髒亂 
22.9985824,120.1668518, UN201606070349 , A-TB-2016-36222 , 其他汙染舉發 
23.1024041,120.2278472, UN201606080005 , A-TB-2016-36226 , 道路散落物 
22.9736603,120.2414427, UN201606080008 , A-TB-2016-36228 , 道路散落物 
22.990919,120.211435, UN201606080242 , A-TB-2016-36369 , 道路散落物 
22.9695327,120.2278381, UN201606080243 , A-TB-2016-36353 , 妨礙安寧 
22.987399,120.191299, UN201606080328 , TEST , 環境髒亂 
23.000534,120.1982649, UN201606080429 , A-TB-2016-36493 , 道路散落物 
22.9919034,120.1954066, UN201606080441 , A-TB-2016-36516 , 路面油漬 
22.9907494,120.1813946, UN201606090177 , A-TB-2016-36616 , 路面油漬 
23.0027457,120.1608052, UN201606100042 , A-TB-2016-36726 , 路樹傾倒 
22.982137,120.1977064, UN201606100050 , A-TB-2016-36729 , 場所連續噪音 
22.9583351,120.2253998, UN201606100138 , A-TB-2016-36776 , 其他汙染舉發 
23.1036162,120.3178959, UN201606110016 , A-TB-2016-36925 , 其他汙染舉發 
22.9837532,120.2093873, UN201606110061 , A-TB-2016-37057 , 路樹傾倒 
23.0095846,120.2036332, UN201606110149 , A-TB-2016-36967 , 環境髒亂 
23.0215812,120.2058087, UN201606110260 , A-TB-2016-37014 , 環境髒亂 
22.9982961,120.2013043, UN201606110308 , A-TB-2016-37093 , 環境髒亂 
22.9926168,120.2154402, UN201606120033 , A-TB-2016-37244 , 場所連續噪音 
23.0130949,120.2035624, UN201606120061 , A-TB-2016-37271 , 小廣告旗幟 
23.018419,120.243476, UN201606120086 , A-TB-2016-37278 , 妨礙安寧 
23.0030618,120.2026601, UN201606120100 , A-TB-2016-37286 , 其他汙染舉發 
23.0017612,120.1961535, UN201606120146 , A-TB-2016-37337 , 環境髒亂 
23.0015495,120.2284456, UN201606120183 , A-TB-2016-37348 , 場所連續噪音 
23.156287,120.177729, UN201606130361 , A-TB-2016-37472 , 佔用道路 
23.0462933,120.2569078, UN201606130426 , A-TB-2016-37500 , 其他汙染舉發 
23.3182059,120.2997576, UN201606130503 , A-TB-2016-37589 , 道路散落物 
22.9602959,120.1850966, UN201606130802 , A-TB-2016-37819 , 環境髒亂 
23.0311879,120.1283355, UN201606140886 , A-TB-2016-37874 , 道路散落物 
23.0190063,120.2016541, UN201606140967 , A-TB-2016-37946 , 小廣告旗幟 
22.9602959,120.1850966, UN201606140986 , A-TB-2016-37923 , 其他汙染舉發 
23.0014986,120.1798937, UN201606150093 , A-TB-2016-38185 , 其他汙染舉發 
22.9695327,120.2278381, UN201606150109 , A-TB-2016-38194 , 妨礙安寧 
23.0139591,120.2161701, UN201606150169 , A-TB-2016-38223 , 其他汙染舉發 
23.3174847,120.3238964, UN201606150346 , A-TB-2016-38338 , 場所連續噪音 
23.2793524,120.3041639, UN201606150369 , A-TB-2016-38357 , 環境髒亂 
23.1749839,120.2058802, UN201606160133 , A-TB-2016-38566 , 其他汙染舉發 
22.9891235,120.1868845, UN201606170017 , A-TB-2016-38729 , 道路散落物 
22.981624,120.200817, UN201606170020 , A-TB-2016-38731 , 道路散落物 
22.9975423,120.2087178, UN201606170099 , A-TB-2016-38790 , 場所連續噪音 
22.9975423,120.2087178, UN201606170189 , A-TB-2016-38830 , 其他汙染舉發 
23.13227,120.2787263, UN201606170261 , A-TB-2016-38898 , 環境髒亂 
23.0669904,120.1754232, UN201606170338 , A-TB-2016-38951 , 環境髒亂 
22.9900099,120.182627, UN201606170340 , A-TB-2016-38954 , 道路散落物 
22.9945097,120.1861537, UN201606180011 , A-TB-2016-39028 , 路面油漬 
22.967303,120.195143, UN201606180079 , A-TB-2016-39061 , 小廣告旗幟 
23.0221215,120.3001501, UN201606180252 , A-TB-2016-39207 , 其他汙染舉發 
22.991793,120.1971827, UN201606180280 , A-TB-2016-39216 , 其他汙染舉發 
23.041356,120.2368389, UN201606190516 , A-TB-2016-39387 , 妨礙安寧 
23.0432189,120.190294, UN201606190653 , A-TB-2016-39483 , 環境髒亂 
22.9475919,120.277998, UN201606200023 , A-TB-2016-39499 , 道路散落物 
22.9664009,120.296417, UN201606200263 , A-TB-2016-39627 , 其他汙染舉發 
22.9817486,120.1897194, UN201606200283 , A-TB-2016-39641 , 路面油漬 
23.376766,120.444955, UN201606200317 , A-TB-2016-39678 , 道路散落物 
23.044349,120.196242, UN201606200416 , A-TB-2016-39754 , 道路散落物 
23.0408956,120.2411565, UN201606200440 , A-TB-2016-39775 , 環境髒亂 
23.0009649,120.202407, UN201606210005 , A-TB-2016-39794 , 道路散落物 
22.9656031,120.1836015, UN201606210013 , A-TB-2016-39797 , 道路散落物 
22.9874351,120.1658334, UN201606220124 , A-TB-2016-40147 , 其他汙染舉發 
22.9890064,120.1719905, UN201606220297 , A-TB-2016-40255 , 道路散落物 
22.967303,120.195143, UN201606220319 , A-TB-2016-40281 , 小廣告旗幟 
23.0028376,120.1615473, UN201606220323 , A-TB-2016-40266 , 市區道路路面油漬 
22.9945329,120.1850148, UN201606220356 , A-TB-2016-40297 , 環境髒亂 
23.0188123,120.2050647, UN201606230016 , A-TB-2016-40383 , 小廣告旗幟 
23.0139614,120.2052112, UN201606230017 , A-TB-2016-40400 , 小廣告旗幟 
22.9990691,120.228052, UN201606230105 , A-TB-2016-40425 , 路面油漬 
23.0372856,120.2162284, UN201606230203 , A-TB-2016-40514 , 其他汙染舉發 
23.1135422,120.3081842, UN201606230217 , A-TB-2016-40525 , 其他汙染舉發 
23.0079099,120.2296646, UN201606230250 , A-TB-2016-40596 , 其他汙染舉發 
22.967303,120.195143, UN201606230321 , A-TB-2016-40606 , 小廣告旗幟 
22.97247,120.227326, UN201606230380 , A-TB-2016-40643 , 小廣告旗幟 
22.9983718,120.2549886, UN201606240002 , A-TB-2016-40679 , 市區道路路面油漬 
23.2671299,120.2461014, UN201606240236 , A-TB-2016-40829 , 其他汙染舉發 
23.0521599,120.243575, UN201606240402 , A-TB-2016-40932 , 環境髒亂 
23.0144524,120.1979471, UN201606250030 , A-TB-2016-40954 , 環境髒亂 
23.0294511,120.2046395, UN201606250042 , A-TB-2016-40956 , 道路散落物 
23.0431447,120.1842764, UN201606250050 , A-TB-2016-40960 , 妨礙安寧 
23.0262231,120.191836, UN201606250056 , A-TB-2016-40963 , 環境髒亂 
23.0294511,120.2046395, UN201606250061 , A-TB-2016-40964 , 道路散落物 
23.0164392,120.2477812, UN201606250117 , A-TB-2016-41000 , 妨礙安寧 
23.070104,120.2953356, UN201606250206 , A-TB-2016-41062 , 其他汙染舉發 
23.0448445,120.1938797, UN201606250229 , A-TB-2016-41077 , 其他汙染舉發 
22.9876352,120.221701, UN201606250282 , A-TB-2016-41114 , 其他汙染舉發 
23.0050321,120.2032167, UN201606260059 , A-TB-2016-41211 , 小廣告旗幟 
22.982842,120.242014, UN201606260095 , A-TB-2016-41229 , 其他汙染舉發 
22.9973244,120.1955456, UN201606260110 , A-TB-2016-41233 , 大型廢棄物清運 
22.984422,120.205425, UN201606260143 , A-TB-2016-41248 , 環境髒亂 
23.3910252,120.3942677, UN201606260145 ,1, 環境髒亂 
23.3910252,120.3942677, UN201606260146 ,0, 環境髒亂 
23.2248617,120.3531554, UN201606260223 , A-TB-2016-41311 , 環境髒亂 
23.145072,120.277905, UN201606270002 , A-TB-2016-41344 , 大型廢棄物清運 
23.0095688,120.2000106, UN201606270418 , A-TB-2016-41625 , 小廣告旗幟 
23.037294,120.265957, UN201606270428 , A-TB-2016-41631 , 其他汙染舉發 
23.0283571,120.2064386, UN201606270429 , A-TB-2016-41632 , 道路散落物 
23.2342538,120.2287877, UN201606280003 , A-TB-2016-41636 , 道路散落物 
22.9849455,120.1849843, UN201606280409 , A-TB-2016-41890 , 妨礙安寧 
22.973827,120.220684, UN201606290156 , A-TB-2016-42014 , 路面油漬 
22.9689702,120.2880001, UN201606290195 , A-TB-2016-42008 , 小廣告旗幟 
23.0144524,120.1979471, UN201606290338 , A-TB-2016-42103 , 環境髒亂 
22.9672039,120.3006836, UN201606290397 , A-TB-2016-42147 , 環境髒亂 
22.9662725,120.2329053, UN201606290408 , A-TB-2016-42159 , 場所連續噪音 
22.9680511,120.3007989, UN201606290409 , 同A-TB-2016-42147 , 環境髒亂 
23.0394156,120.1837107, UN201606300184 , A-TB-2016-42293 , 場所連續噪音 
23.0109187,120.2470441, UN201606300373 , A-TB-2016-42421 , 環境髒亂 
22.9854039,120.2134107, UN201607010377 , A-TB-2016-42422 , 環境髒亂 
23.0486378,120.2744978, UN201607010675 , A-TB-2016-42600 , 道路散落物 
22.997353,120.201164, UN201607010680 , A-TB-2016-42607 , 道路散落物 
23.0361628,120.1283615, UN201607010697 , A-TB-2016-42621 , 場所連續噪音 
23.0030993,120.2022512, UN201607010743 , A-TB-2016-42658 , 其他汙染舉發 
22.9821124,120.2055636, UN201607020027 , A-TB-2016-42675 , 其他汙染舉發 
22.9775735,120.1913152, UN201607020082 , A-TB-2016-42741 , 其他汙染舉發 
22.9678987,120.2983126, UN201607020145 , A-TB-2016-42753 , 妨礙安寧 
22.9887345,120.2372686, UN201607020163 , A-TB-2016-42762 , 其他汙染舉發 
23.1599492,120.1832155, UN201607020199 , A-TB-2016-42784 , 道路散落物 
22.9839429,120.1737356, UN201607030025 , A-TB-2016-42869 , 其他汙染舉發 
22.962353,120.3325812, UN201607030075 , A-TB-2016-42896 , 道路散落物 
23.2197566,120.3305659, UN201607030156 , A-TB-2016-42956 , 市區道路路面油漬 
23.0038058,120.2183552, UN201607040237 , A-TB-2016-43179 , 環境髒亂 
23.0431447,120.1842764, UN201607040239 , A-TB-2016-43194 , 妨礙安寧 
23.0389432,120.2393106, UN201607050402 , A-TB-2016-43626 , 小廣告旗幟 
23.0209835,120.2220415, UN201607060009 , A-TB-2016-43631 , 路面油漬 
23.0031309,120.202571, UN201607060087 , A-TB-2016-43680 , 其他汙染舉發 
22.9970604,120.1506701, UN201607060217 , A-TB-2016-43756 , 環境髒亂 
23.016025,120.13183, UN201607060255 , A-TB-2016-43784 , 道路散落物 
23.0068925,120.2193318, UN201607060295 , A-TB-2016-43798 , 場所連續噪音 
23.2822661,120.3767913, UN201607070386 , A-TB-2016-43862 , 其他汙染舉發 
22.9755597,120.197755, UN201607070406 , A-TB-2016-43876 , 其他汙染舉發 
23.133323,120.30655, UN201607070745 , A-TB-2016-44057 , 小廣告旗幟 
23.133323,120.30655, UN201607070746 , 併UN201607070745 , 小廣告旗幟 
22.9646643,120.2165179, UN201607070819 , A-TB-2016-44078 , 道路散落物 
22.9711857,120.2077494, UN201607070843 , A-TB-2016-44086 , 道路散落物 
22.9608038,120.2451253, UN201607080086 , A-TB-2016-44127 , 路樹傾倒 
23.0489061,120.174709, UN201607080130 , A-TB-2016-44152 , 路樹傾倒 
23.2820525,120.3118228, UN201607080336 , A-TB-2016-44299 , 環境髒亂 
22.9913922,120.2247529, UN201607080361 , A-TB-2016-44311 , 道路散落物 
22.9839429,120.1737356, UN201607090152 , A-TB-2016-44550 , 道路散落物 
22.9678288,120.2285484, UN201607100201 , A-TB-2016-44750 , 道路散落物 
23.0027613,120.2211065, UN201607100262 , A-TB-2016-44789 , 場所連續噪音 
23.091984,120.235537, UN201607100268 , A-TB-2016-44792 , 環境髒亂 
22.994687,120.2179676, UN201607110016 , A-TB-2016-44806 , 騎樓舉發 
22.9968601,120.2218534, UN201607110140 , A-TB-2016-44895 , 道路散落物 
22.994423,120.315596, UN201607110200 , A-TB-2016-44923 , 其他汙染舉發 
22.9490018,120.1841834, UN201607110345 , 同案件A-TB-2016-44849 , 其他汙染舉發 
23.0034196,120.2599973, UN201607120169 , A-TB-2016-45159 , 道路散落物 
23.0012714,120.2465263, UN201607120294 , A-TB-2016-45238 , 環境髒亂 
23.0460614,120.1828131, UN201607120341 , A-TB-2016-45272 , 其他汙染舉發 
22.9829968,120.2790766, UN201607120389 , A-TB-2016-45311 , 道路散落物 
23.0010582,120.2624666, UN201607130009 , A-TB-2016-45345 , 路面油漬 
23.0002825,120.2593668, UN201607130023 , A-TB-2016-45393 , 路面油漬 
23.0450533,120.1853019, UN201607130034 , A-TB-2016-45360 , 道路散落物 
22.9878188,120.1901031, UN201607130053 , A-TB-2016-45386 , 環境髒亂 
23.007208,120.390502, UN201607130175 , A-TB-2016-45437 , 路樹傾倒 
23.0113332,120.2627035, UN201607130228 , A-TB-2016-45532 , 其他汙染舉發 
23.0495461,120.171642, UN201607130332 , A-TB-2016-45560 , 其他汙染舉發 
23.0479364,120.1833612, UN201607130413 , A-TB-2016-45618 , 道路散落物 
23.074986,120.2830626, UN201607140045 , A-TB-2016-45637 , 妨礙安寧 
22.9876352,120.221701, UN201607140115 , A-TB-2016-45676 , 其他汙染舉發 
23.0139591,120.2161701, UN201607140231 , A-TB-2016-45765 , 場所連續噪音 
23.0088918,120.2295934, UN201607140330 , A-TB-2016-45836 , 環境髒亂 
23.010209,120.188848, UN201607150002 , A-TB-2016-45919 , 其他汙染舉發 
22.9863307,120.1976046, UN201607150239 , A-TB-2016-46063 , 市區道路路面油漬 
22.98736,120.254173, UN201607150266 , A-TB-2016-46077 , 市區道路路面油漬 
22.995919,120.195575, UN201607150389 , A-TB-2016-46160 , 路面油漬 
22.9683672,120.2559227, UN201607160230 , A-TB-2016-46323 , 其他汙染舉發 
23.17883,120.153007, UN201607160286 , A-TB-2016-46386 , 道路散落物 
22.999965,120.236499, UN201607160309 , A-TB-2016-46375 , 環境髒亂 
22.9638441,120.2306324, UN201607160313 , A-TB-2016-46371 , 場所連續噪音 
22.934783,120.226068, UN201607170014 , A-TB-2016-46432 , 道路散落物 
23.0051229,120.2140043, UN201607180002 , A-TB-2016-46627 , 環境髒亂 
22.978864,120.197917, UN201607180011 , A-TB-2016-46633 , 環境髒亂 
22.993529,120.2086389, UN201607180080 , A-TB-2016-46681 , 環境髒亂 
23.0099314,120.1956353, UN201607180112 , A-TB-2016-46678 , 場所連續噪音 
23.0680476,120.1785952, UN201607180226 , A-TB-2016-46764 , 小廣告旗幟 
23.120642,120.211109, UN201607180294 , A-TB-2016-46794 , 場所連續噪音 
23.095298,120.2166519, UN201607180380 , A-TB-2016-46856 , 環境髒亂 
22.925749,120.185832, UN201607180432 , A-TB-2016-46918 , 其他汙染舉發 
22.957269,120.340811, UN201607180456 , A-TB-2016-46910 , 道路散落物 
22.9834529,120.2150278, UN201607190038 , A-TB-2016-47077 , 環境髒亂 
22.9737106,120.2882455, UN201607190059 , A-TB-2016-46942 , 其他汙染舉發 
23.0510597,120.1716154, UN201607190234 , A-TB-2016-47043 , 其他汙染舉發 
23.0455171,120.25733, UN201607190331 , A-TB-2016-47130 , 環境髒亂 
23.0014537,120.1957653, UN201607200430 , A-TB-2016-47186 , 道路散落物 
23.2210834,120.3527267, UN201607200435 , A-TB-2016-47190 , 道路散落物 
23.0073007,120.2677949, UN201607200576 , A-TB-2016-47289 , 道路散落物 
22.9597505,120.3324706, UN201607200703 , A-TB-2016-47345 , 其他汙染舉發 
23.1628764,120.1746755, UN201607200842 , A-TB-2016-47433 , 道路散落物 
23.0185391,120.2093072, UN201607210021 , A-TB-2016-47467 , 其他汙染舉發 
23.070425,120.294546, UN201607210024 , A-TB-2016-47474 , 場所連續噪音 
23.167409,120.1765803, UN201607210183 , A-TB-2016-47581 , 環境髒亂 
23.0017383,120.2062692, UN201607210194 , A-TB-2016-47583 , 環境髒亂 
23.0186931,120.2079315, UN201607210219 , A-TB-2016-47598 , 道路散落物 
23.0128717,120.2153889, UN201607210381 , A-TB-2016-47701 , 道路散落物 
22.9976177,120.1683055, UN201607210397 , A-TB-2016-47709 , 其他汙染舉發 
23.2258597,120.3496761, UN201607220028 , A-TB-2016-47732 , 道路散落物 
22.9640796,120.2311363, UN201607220113 , A-TB-2016-47755 , 場所連續噪音 
23.299467,120.313484, UN201607220410 , A-TB-2016-47980 , 道路散落物 
22.9991236,120.1690981, UN201607220443 , A-TB-2016-48011 , 其他汙染舉發 
22.9838374,120.1986428, UN201607230092 , A-TB-2016-48072 , 道路散落物 
22.9680679,120.2085206, UN201607230207 , A-TB-2016-48141 , 道路散落物 
22.925639,120.1896139, UN201607230295 , A-TB-2016-48207 , 道路散落物 
23.1051496,120.2062525, UN201607240010 , A-TB-2016-48217 , 道路散落物 
23.0065371,120.1902623, UN201607240056 , A-TB-2016-48245 , 其他汙染舉發 
23.234438,120.3355774, UN201607240220 , A-TB-2016-48366 , 環境髒亂 
22.9977351,120.1759678, UN201607250105 , A-TB-2016-48459 , 其他汙染舉發 
22.9825933,120.1812512, UN201607250251 , A-TB-2016-48561 , 道路散落物 
23.121062,120.2361356, UN201607250352 , A-TB-2016-48618 , 道路散落物 
22.9262473,120.2276079, UN201607250380 , A-TB-2016-48650 , 其他汙染舉發 
23.0081189,120.2252344, UN201607260012 , A-TB-2016-48667 , 環境髒亂 
23.0460614,120.1828131, UN201607260156 , A-TB-2016-48779 , 其他汙染舉發 
23.0081189,120.2252344, UN201607260245 , A-TB-2016-48811 , 大型廢棄物清運 
22.967916,120.210685, UN201607260369 , A-TB-2016-48906 , 道路散落物 
22.9900851,120.2001893, UN201607270133 , A-TB-2016-49029 , 道路散落物 
23.293917,120.365977, UN201607270134 , A-TB-2016-49061 , 環境髒亂 
23.2820525,120.3118228, UN201607270154 , A-TB-2016-49052 , 環境髒亂 
22.9874301,120.190803, UN201607270261 , A-TB-2016-49126 , 其他汙染舉發 
22.9843799,120.2447957, UN201607270308 , A-TB-2016-49160 , 小廣告旗幟 
23.1599752,120.1353235, UN201607290018 , A-TB-2016-49478 , 道路散落物 
23.021832,120.248394, UN201607300411 , A-TB-2016-49747 , 道路散落物 
22.9981666,120.1759829, UN201607300425 , A-TB-2016-49761 , 道路散落物 
23.0519575,120.2427435, UN201607300519 , A-TB-2016-49802 , 道路散落物 
23.012766,120.1786901, UN201607310009 , A-TB-2016-49968 , 其他汙染舉發 
22.9635026,120.1902775, UN201607310116 , A-TB-2016-50037 , 其他汙染舉發 
23.0008734,120.2624354, UN201607310174 , A-TB-2016-50080 , 其他汙染舉發 
23.0133374,120.2184291, UN201608010002 , A-TB-2016-50144 , 道路散落物 
23.0132003,120.2547202, UN201608010065 , A-TB-2016-50186 , 道路散落物 
23.0109966,120.206235, UN201608010106 , A-TB-2016-50205 , 其他汙染舉發 
23.0088918,120.2295934, UN201608010372 , A-TB-2016-50388 , 環境髒亂 
22.941613,120.2626473, UN201608010411 , A-TB-2016-50414 , 道路散落物 
22.9851589,120.166015, UN201608020006 , A-TB-2016-50426 , 道路散落物 
22.9949871,120.2008283, UN201608020073 , A-TB-2016-50466 , 其他汙染舉發 
22.9862307,120.2138273, UN201608020116 , A-TB-2016-50489 , 其他汙染舉發 
23.0409372,120.2138603, UN201608020316 , A-TB-2016-50660 , 其他汙染舉發 
22.9900953,120.2065688, UN201608020385 , A-TB-2016-50680 , 其他汙染舉發 
22.9345694,120.3223417, UN201608020397 , A-TB-2016-50684 , 其他汙染舉發 
23.0610705,120.1340032, UN201608020418 , A-TB-2016-50712 , 道路散落物 
23.0067868,120.1863069, UN201608030039 , A-TB-2016-50751 , 道路散落物 
23.0345748,120.288253, UN201608030102 , A-TB-2016-50801 , 其他汙染舉發 
23.012179,120.2057702, UN201608030170 , A-TB-2016-50841 , 其他汙染舉發 
23.3304977,120.312733, UN201608030192 , A-TB-2016-50840 , 道路散落物 
22.9953208,120.1704735, UN201608030246 , A-TB-2016-50927 , 道路散落物 
23.0076116,120.2147786, UN201608030252 , A-TB-2016-50916 , 環境髒亂 
23.1369629,120.1158447, UN201608030322 , A-TB-2016-50942 , 道路散落物 
23.195415,120.321189, UN201608040133 , A-TB-2016-51078 , 市區道路路面油漬 
22.9876352,120.221701, UN201608040178 , A-TB-2016-51111 , 其他汙染舉發 
22.9959144,120.1866488, UN201608040267 , A-TB-2016-51160 , 道路散落物 
22.9992593,120.2031551, UN201608050022 , A-TB-2016-51273 , 其他汙染舉發 
22.9970983,120.285702, UN201608050034 , A-TB-2016-51286 , 市區道路路面油漬 
23.004342,120.208972, UN201608050144 , A-TB-2016-51405 , 環境髒亂 
22.9721913,120.229321, UN201608050176 , A-TB-2016-51378 , 其他汙染舉發 
23.0370625,120.2665328, UN201608060118 , A-TB-2016-51560 , 環境髒亂 
23.0290213,120.2506964, UN201608060226 , A-TB-2016-51633 , 環境髒亂 
23.0185943,120.2039288, UN201608070020 , A-TB-2016-51673 , 其他汙染舉發 
22.9701867,120.209203, UN201608070043 , A-TB-2016-51686 , 環境髒亂 
23.2325831,120.1821987, UN201608070053 , A-TB-2016-51696 , 其他汙染舉發 
23.0241192,120.2183351, UN201608070170 , A-TB-2016-51772 , 道路散落物 
22.9701964,120.2298927, UN201608080089 , A-TB-2016-51867 , 其他汙染舉發 
23.1599752,120.1353235, UN201608080325 , A-TB-2016-52040 , 道路散落物 
22.9658518,120.2161644, UN201608080357 , A-TB-2016-52046 , 其他汙染舉發 
23.3261294,120.2720129, UN201608080360 , A-TB-2016-52047 , 市區道路路面油漬 
23.3103981,120.2783804, UN201608090011 , A-TB-2016-52052 , 道路散落物 
23.028723,120.214334, UN201608090050 , A-TB-2016-52079 , 道路散落物 
23.0145997,120.2067273, UN201608090291 , A-TB-2016-52232 , 道路散落物 
23.0016343,120.186809, UN201608090342 , A-TB-2016-52252 , 市區道路路面油漬 
23.018294,120.213144, UN201608090381 , A-TB-2016-52291 , 道路散落物 
22.9814357,120.2218824, UN201608100166 , A-TB-2016-52436 , 道路散落物 
23.0648441,120.2306183, UN201608100296 , A-TB-2016-52504 , 小廣告旗幟 
23.0706831,120.2198107, UN201608100317 , A-TB-2016-52528 , 小廣告旗幟 
22.9724484,120.2375306, UN201608100334 , A-TB-2016-52535 , 其他汙染舉發 
22.9763201,120.2343973, UN201608110015 , A-TB-2016-52591 , 道路散落物 
23.0640491,120.145454, UN201608110023 , A-TB-2016-52595 , 道路散落物 
23.0468532,120.2088752, UN201608110036 , A-TB-2016-52618 , 道路散落物 
23.0118703,120.2201626, UN201608110168 , 練習寫案子 , 道路散落物 
23.0052384,120.1756123, UN201608110319 , A-TB-2016-52788 , 市區道路路面油漬 
23.0380831,120.1259445, UN201608110343 , A-TB-2016-52806 , 環境髒亂 
23.0511975,120.3192929, UN201608120312 , A-TB-2016-53018 , 市區道路路面油漬 
23.0511975,120.3192929, UN201608120316 , A-TB-2016-53021 , 道路散落物 
22.9991959,120.1828094, UN201608120364 , A-TB-2016-53059 , 道路散落物 
23.2355951,120.1825832, UN201608130175 , A-TB-2016-53162 , 市區道路路面油漬 
23.0369644,120.2660878, UN201608140001 , A-TB-2016-53254 , 環境髒亂 
22.9628061,120.187292, UN201608140016 , A-TB-2016-53284 , 其他汙染舉發 
23.0315643,120.2563081, UN201608150126 , A-TB-2016-53556 , 環境髒亂 
23.03952,120.2016, UN201608160076 , A-TB-2016-53761 , 其他汙染舉發 
22.9384824,120.1785579, UN201608160132 , A-TB-2016-53805 , 環境髒亂 
23.0135496,120.2035535, UN201608160153 , A-TB-2016-53819 , 小廣告旗幟 
23.0703125,120.2001817, UN201608160171 , A-TB-2016-53825 , 環境髒亂 
23.012475,120.20387, UN201608170016 , A-TB-2016-53972 , 小廣告旗幟 
23.0192487,120.2035107, UN201608170046 , A-TB-2016-53981 , 小廣告旗幟 
22.9381073,120.2478557, UN201608170170 , A-TB-2016-54085 , 市區道路路面油漬 
23.2002727,120.3160028, UN201608170313 , A-TB-2016-54193 , 市區道路路面油漬 
23.0013403,120.200353, UN201608180016 , A-TB-2016-54252 , 其他汙染舉發 
23.1153989,120.2546169, UN201608180089 , A-TB-2016-54312 , 環境髒亂 
23.029815,120.28086, UN201608180137 , A-TB-2016-54327 , 其他汙染舉發 
22.9933171,120.2037438, UN201608180139 , A-TB-2016-54329 , 道路散落物 
22.991881,120.212705, UN201608180276 , A-TB-2016-54415 , 其他汙染舉發 
22.9691624,120.1947796, UN201608190522 , A-TB-2016-54582 , 道路散落物 
23.0377718,120.2301003, UN201608200139 , A-TB-2016-54814 , 其他汙染舉發 
22.9855748,120.2168954, UN201608200161 , A-TB-2016-54852 , 市區道路路面油漬 
22.9876352,120.221701, UN201608210008 , A-TB-2016-54936 , 其他汙染舉發 
22.9826637,120.2056796, UN201608210022 , A-TB-2016-54948 , 環境髒亂 
23.0056951,120.266644, UN201608210065 , A-TB-2016-54992 , 道路散落物 
22.955997,120.2821065, UN201608210186 , A-TB-2016-55063 , 道路散落物 
23.2783696,120.3121517, UN201608220021 , A-TB-2016-55190 , 道路散落物 
22.9972384,120.1909416, UN201608220056 , A-TB-2016-55207 , 市區道路路面油漬 
23.0552806,120.2358952, UN201608220095 , A-TB-2016-55218 , 道路散落物 
23.0494374,120.2296144, UN201608220114 , A-TB-2016-55232 , 道路散落物 
23.0081189,120.2252344, UN201608220123 , A-TB-2016-55231 , 環境髒亂 
23.0177678,120.2641937, UN201608220135 , A-TB-2016-55292 , 道路散落物 
22.997401,120.209476, UN201608220206 , A-TB-2016-55296 , 其他汙染舉發 
23.0104391,120.245467, UN201608220299 , A-TB-2016-55361 , 環境髒亂 
22.9250213,120.2226712, UN201608230005 , A-TB-2016-55425 , 市區道路路面油漬 
23.1851403,120.2405372, UN201608230041 , A-TB-2016-55476 , 道路散落物 
23.2295686,120.3921865, UN201608230407 , A-TB-2016-55692 , 道路散落物 
23.0013909,120.2106111, UN201608230420 , A-TB-2016-55696 , 環境髒亂 
22.9910292,120.1927239, UN201608240442 , A-TB-2016-55711 , 道路散落物 
22.9653643,120.1882387, UN201608240479 , A-TB-2016-55807 , 環境髒亂 
23.0415677,120.2365932, UN201608240509 , A-TB-2016-55762 , 小廣告旗幟 
23.0416068,120.2329677, UN201608240511 , A-TB-2016-55763 , 小廣告旗幟 
23.0143074,120.2033189, UN201608240517 , 併A-TB-2016-55769 , 小廣告旗幟 
23.0455954,120.2223479, UN201608240534 , A-TB-2016-55800 , 道路散落物 
22.9627768,120.2172591, UN201608240720 , A-TB-2016-55884 , 環境髒亂 
23.0191223,120.2413962, UN201608240737 , A-TB-2016-55917 , 市區道路路面油漬 
23.005117,120.23866, UN201608240801 , A-TB-2016-55950 , 市區道路路面油漬 
22.9590854,120.2671141, UN201608250131 , A-TB-2016-56038 , 其他汙染舉發 
22.9665021,120.3262246, UN201608250144 , A-TB-2016-56044 , 道路散落物 
23.0727211,120.2078415, UN201608250250 , A-TB-2016-56113 , 其他汙染舉發 
22.9932864,120.2652299, UN201608260011 , A-TB-2016-56190 , 其他汙染舉發 
23.0266815,120.2085764, UN201608260023 , A-TB-2016-56210 , 道路散落物 
23.208673,120.197844, UN201608260201 , A-TB-2016-56294 , 道路散落物 
22.9674398,120.2164432, UN201608260326 , A-TB-2016-56358 , 環境髒亂 
24.1283204,120.6929492, UN201608270047 , A-TB-2016-56460 , 環境髒亂 
22.9952511,120.2182157, UN201608270179 , A-TB-2016-56542 , 環境髒亂 
23.01574,120.24589, UN201608270200 , A-TB-2016-56553 , 環境髒亂 
23.0065424,120.2256254, UN201608270224 , A-TB-2016-56569 , 其他汙染舉發 
22.988956,120.204021, UN201608270324 , A-TB-2016-56647 , 市區道路路面油漬 
23.3054865,120.2973548, UN201608280418 , A-TB-2016-56727 , 道路散落物 
22.9943722,120.1492437, UN201608280428 , A-TB-2016-56738 , 環境髒亂 
24.1283204,120.6929492, UN201608280593 , A-TB-2016-56869 , 其他汙染舉發 
