緯度,經度,案件編號,立案案號,事項
22.9919509,120.2093598, UN201705310292 , A-TB-2017-33506 , 市區道路路面油漬 
23.0409223,120.2345897, UN201705310318 , 併A-TB-2017-33523 , 環境髒亂 
23.0401211,120.2638439, UN201706010102 , A-TB-2017-33613 , 道路散落物 
22.994467,120.208392, UN201706020130 , A-TB-2017-33849 , 小廣告旗幟 
22.998268,120.253104, UN201706020137 , A-TB-2017-33851 , 道路散落物 
22.993213,120.2293102, UN201706020254 , A-TB-2017-33953 , 小廣告旗幟 
22.9933349,120.2282271, UN201706020260 , A-TB-2017-33976 , 小廣告旗幟 
23.0769751,120.3218441, UN201706020305 , A-TB-2017-33982 , 其他汙染舉發 
22.9843799,120.2447957, UN201706030252 , A-TB-2017-34194 , 環境髒亂 
22.9951433,120.2030932, UN201706040003 , A-TB-2017-34242 , 市區道路路面油漬 
22.999347,120.1818986, UN201706040024 , A-TB-2017-34255 , 環境髒亂 
23.163976,120.183456, UN201706040223 , A-TB-2017-34385 , 其他汙染舉發 
22.9918089,120.1941004, UN201706040246 , A-TB-2017-34406 , 道路散落物 
22.997783,120.260791, UN201706050010 , A-TB-2017-34419 , 道路散落物 
23.0377434,120.1797369, UN201706050071 , A-TB-2017-34463 , 道路散落物 
22.9825265,120.2132261, UN201706050088 , A-TB-2017-34464 , 道路散落物 
23.0472931,120.1489872, UN201706050175 , A-TB-2017-34539 , 道路散落物 
23.0221527,120.2341805, UN201706050193 , A-TB-2017-34535 , 環境髒亂 
23.0383784,120.2036287, UN201706050228 , A-TB-2017-34554 , 道路散落物 
23.0171037,120.1952309, UN201706060012 , A-TB-2017-34660 , 環境髒亂 
23.0171037,120.1952309, UN201706060013 , 同案件A-TB-2017-34660 , 環境髒亂 
22.9752493,120.2159058, UN201706060019 , A-TB-2017-34664 , 道路散落物 
22.9758355,120.2432681, UN201706060026 , A-TB-2017-34663 , 環境髒亂 
22.9758355,120.2432681, UN201706060027 , 同案件 A-TB-2017-34663 , 環境髒亂 
22.9758355,120.2432681, UN201706060029 , 同案件 A-TB-2017-34663 , 環境髒亂 
22.9758355,120.2432681, UN201706060030 , 同案件A-TB-2017-34663 , 環境髒亂 
23.133323,120.30655, UN201706060034 , A-TB-2017-34671 , 道路散落物 
23.2779852,120.320793, UN201706060067 , A-TB-2017-34684 , 其他汙染舉發 
23.2943656,120.3128638, UN201706060086 , A-TB-2017-34707 , 其他汙染舉發 
25.0037835,121.4823858, UN201706060142 , A-TB-2017-34739 , 環境髒亂 
23.0326394,120.3032529, UN201706060277 , A-TB-2017-34836 , 環境髒亂 
22.9843229,120.2125458, UN201706070016 , A-TB-2017-34912 , 大型廢棄物清運 
23.009503,120.2102995, UN201706070017 , A-TB-2017-34916 , 道路散落物 
22.9868463,120.2204489, UN201706070068 , A-TB-2017-34951 , 其他汙染舉發 
23.0319156,120.2810075, UN201706070223 , A-TB-2017-35062 , 道路散落物 
23.0727121,120.2203382, UN201706070288 , A-TB-2017-35104 , 市區道路路面油漬 
22.9738894,120.2273349, UN201706070364 , A-TB-2017-35149 , 環境髒亂 
23.0027613,120.2211065, UN201706080027 , A-TB-2017-35195 , 道路散落物 
24.0686935,120.5266917, UN201706080116 , A-TB-2017-35247 , 其他汙染舉發 
22.9847875,120.3074647, UN201706080142 , A-TB-2017-35263 , 其他汙染舉發 
23.1613383,120.1726231, UN201706080297 , A-TB-2017-35357 , 其他汙染舉發 
23.0063625,120.2342291, UN201706090360 , A-TB-2017-35419 , 道路散落物 
22.9882176,120.2372336, UN201706090367 , A-TB-2017-35423 , 道路散落物 
23.140497,120.139043, UN201706090390 , A-TB-2017-35435 , 道路散落物 
22.992687,120.1726319, UN201706090406 , A-TB-2017-35443 , 環境髒亂 
23.0933805,120.2311553, UN201706090556 , A-TB-2017-35560 , 其他汙染舉發 
23.0066536,120.1653717, UN201706090583 , A-TB-2017-35578 , 其他汙染舉發 
22.9493783,120.2538106, UN201706090666 , A-TB-2017-35648 , 環境髒亂 
22.9338264,120.1793852, UN201706090671 , A-TB-2017-35645 , 道路散落物 
23.0012431,120.1917503, UN201706100081 , A-TB-2017-35752 , 市區道路路面油漬 
22.9911339,120.1895873, UN201706100105 , A-TB-2017-35833 , 環境髒亂 
22.9988969,120.244588, UN201706110085 , A-TB-2017-35962 , 其他汙染舉發 
23.1248056,120.2965328, UN201706110091 , A-TB-2017-35958 , 其他汙染舉發 
23.3154677,120.267499, UN201706110115 , A-TB-2017-35975 , 其他汙染舉發 
23.057427,120.2193248, UN201706110130 , A-TB-2017-35986 , 環境髒亂 
22.9757919,120.191967, UN201706120014 , A-TB-2017-36106 , 其他汙染舉發 
23.3085123,120.3051353, UN201706120039 , A-TB-2017-36119 , 道路散落物 
23.0032428,120.1774039, UN201706120075 , A-TB-2017-36135 , 其他汙染舉發 
22.9955143,120.1476021, UN201706120148 , A-TB-2017-36184 , 其他汙染舉發 
22.9930761,120.2043659, UN201706120189 , A-TB-2017-36196 , 環境髒亂 
22.9870562,120.1672772, UN201706120231 , A-TB-2017-36255 , 小廣告旗幟 
22.9948045,120.1864758, UN201706120298 , A-TB-2017-36335 , 市區道路路面油漬 
22.9943947,120.2094257, UN201706120352 , A-TB-2017-36308 , 小廣告旗幟 
22.98127,120.2055294, UN201706130025 , A-TB-2017-36444 , 市區道路路面油漬 
23.040719,120.190843, UN201706130029 , A-TB-2017-36372 , 環境髒亂 
23.012179,120.2057702, UN201706130033 , A-TB-2017-36374 , 其他汙染舉發 
22.9928371,120.1778369, UN201706130064 , A-TB-2017-36415 , 環境髒亂 
22.9955143,120.1476021, UN201706130071 , A-TB-2017-36402 , 其他汙染舉發 
22.9846244,120.2051748, UN201706130176 , A-TB-2017-36513 , 環境髒亂 
23.0654495,120.1740791, UN201706130317 , A-TB-2017-36587 , 道路散落物 
23.0422637,120.1873395, UN201706130330 , A-TB-2017-36606 , 道路散落物 
22.9460255,120.1823167, UN201706140013 , A-TB-2017-36634 , 道路散落物 
23.1132049,120.3383804, UN201706140029 , A-TB-2017-36661 , 其他汙染舉發 
23.0614393,120.1747259, UN201706140203 , A-TB-2017-36742 , 道路散落物 
23.3571299,120.3213701, UN201706150021 , A-TB-2017-36823 , 其他汙染舉發 
23.0109317,120.2206559, UN201706150029 , A-TB-2017-36828 , 環境髒亂 
23.054002,120.178092, UN201706150146 , A-TB-2017-36927 , 其他汙染舉發 
22.941321,120.180642, UN201706150201 , A-TB-2017-36958 , 道路散落物 
23.0586312,120.1341886, UN201706170081 , A-TB-2017-37331 , 道路散落物 
23.0385861,120.205694, UN201706170211 , A-TB-2017-37434 , 環境髒亂 
22.9947636,120.2085372, UN201706180022 , A-TB-2017-37485 , 道路散落物 
22.9962796,120.199527, UN201706180072 , A-TB-2017-37595 , 道路散落物 
25.0084975,121.4502953, UN201706180146 , A-TB-2017-37553 , 市區道路路面油漬 
23.106412,120.447752, UN201706180161 , A-TB-2017-37638 , 道路散落物 
22.9678385,120.2945517, UN201706180202 , A-TB-2017-37653 , 市區道路路面油漬 
22.990335,120.2453477, UN201706180247 , A-TB-2017-37626 , 道路散落物 
23.0261583,120.1812744, UN201706190013 , A-TB-2017-37667 , 道路散落物 
23.0432445,120.1912112, UN201706190050 , A-TB-2017-37693 , 環境髒亂 
23.0505965,120.1680013, UN201706190133 , A-TB-2017-37739 , 市區道路路面油漬 
22.9950897,120.1423027, UN201706190281 , A-TB-2017-37838 , 道路散落物 
22.9737386,120.243988, UN201706190311 , A-TB-2017-37895 , 道路散落物 
22.9843229,120.2125458, UN201706200017 , A-TB-2017-37934 , 大型廢棄物清運 
23.0437902,120.1649463, UN201706200334 , A-TB-2017-38130 , 道路散落物 
23.0266914,120.1706573, UN201706210014 , A-TB-2017-38141 , 道路散落物 
22.9957151,120.20661, UN201706210113 , A-TB-2017-38198 , 環境髒亂 
23.3558294,120.3587437, UN201706210210 , A-TB-2017-38249 , 環境髒亂 
23.03094,120.2516002, UN201706210235 , A-TB-2017-38267 , 環境髒亂 
22.986972,120.1646426, UN201706210345 , A-TB-2017-38359 , 環境髒亂 
22.986972,120.1646426, UN201706210348 , A-TB-2017-38360 , 環境髒亂 
22.986972,120.1646426, UN201706210350 , A-TB-2017-38362 , 環境髒亂 
23.030156,120.233988, UN201706220013 , A-TB-2017-38412 , 市區道路路面油漬 
23.0611614,120.2268225, UN201706220025 , A-TB-2017-38418 , 市區道路路面油漬 
23.0245006,120.2155632, UN201706220131 , A-TB-2017-38503 , 市區道路路面油漬 
22.9962418,120.1758139, UN201706220154 , A-TB-2017-38481 , 環境髒亂 
23.0480052,120.2117231, UN201706220301 , A-TB-2017-38561 , 環境髒亂 
23.0330206,120.195023, UN201706220336 , A-TB-2017-38587 , 其他汙染舉發 
23.1132049,120.3383804, UN201706230396 , A-TB-2017-38650 , 其他汙染舉發 
23.3068099,120.3231812, UN201706230497 , A-TB-2017-38708 , 道路散落物 
22.9182449,120.2815823, UN201706230514 , A-TB-2017-38718 , 道路散落物 
23.004341,120.19337, UN201706230517 , A-TB-2017-38722 , 市區道路路面油漬 
23.4750921,120.4394048, UN201706230528 , A-TB-2017-38730 , 市區道路路面油漬 
23.0419172,120.1995634, UN201706230532 , A-TB-2017-38731 , 其他汙染舉發 
23.0337658,120.245643, UN201706230658 , A-TB-2017-38818 , 道路散落物 
23.3066,120.320036, UN201706240027 , A-TB-2017-38870 , 其他汙染舉發 
23.0142645,120.2122671, UN201706240039 , A-TB-2017-38899 , 道路散落物 
22.9904313,120.2286195, UN201706240302 , A-TB-2017-39060 , 環境髒亂 
23.0007615,120.2223392, UN201706250002 , A-TB-2017-39074 , 市區道路路面油漬 
22.9868235,120.1973741, UN201706250048 , A-TB-2017-39107 , 市區道路路面油漬 
22.9962418,120.1758139, UN201706250064 , A-TB-2017-39116 , 其他汙染舉發 
22.9764984,120.1925378, UN201706250101 , A-TB-2017-39137 , 市區道路路面油漬 
22.991575,120.192001, UN201706250143 , A-TB-2017-39180 , 道路散落物 
23.178307,120.252851, UN201706260004 , A-TB-2017-39213 , 市區道路路面油漬 
23.2574605,120.3664875, UN201706260005 , A-TB-2017-39215 , 道路散落物 
22.994216,120.1883564, UN201706260007 , A-TB-2017-39217 , 其他汙染舉發 
22.9985597,120.1893109, UN201706260023 , A-TB-2017-39225 , 環境髒亂 
22.995011,120.212014, UN201706260068 , A-TB-2017-39242 , 市區道路路面油漬 
22.9962389,120.1568302, UN201706260194 , A-TB-2017-39330 , 道路散落物 
23.294846,120.2735966, UN201706260325 , A-TB-2017-39415 , 環境髒亂 
23.309476,120.2838859, UN201706260329 , A-TB-2017-39414 , 道路散落物 
23.0089493,120.2230263, UN201706260350 , A-TB-2017-39464 , 市區道路路面油漬 
23.0225196,120.287362, UN201706260361 , A-TB-2017-39434 , 道路散落物 
23.0015388,120.2063201, UN201706270076 , A-TB-2017-39505 , 道路散落物 
23.0543435,120.1395788, UN201706270153 , A-TB-2017-39598 , 市區道路路面油漬 
23.3066633,120.3029393, UN201706270288 , A-TB-2017-39629 , 市區道路路面油漬 
23.1853159,120.250301, UN201706270319 , A-TB-2017-39649 , 道路散落物 
23.0389597,120.2025235, UN201706270350 , A-TB-2017-39679 , 道路散落物 
22.9909764,120.1954346, UN201706270353 , A-TB-2017-39662 , 市區道路路面油漬 
23.3665101,120.3550808, UN201706280128 , A-TB-2017-39765 , 其他汙染舉發 
23.0063583,120.2334391, UN201706280190 , A-TB-2017-39815 , 道路散落物 
23.0399365,120.1993412, UN201706280295 , A-TB-2017-39891 , 環境髒亂 
22.9983401,120.195924, UN201706280340 , A-TB-2017-39879 , 環境髒亂 
22.922286,120.2360976, UN201706290057 , A-TB-2017-39945 , 道路散落物 
22.9733363,120.2311384, UN201706290063 , A-TB-2017-39951 , 市區道路路面油漬 
23.180079,120.232913, UN201706290355 , A-TB-2017-40118 , 道路散落物 
22.960882,120.243631, UN201706300018 , A-TB-2017-40158 , 其他汙染舉發 
23.0493371,120.262922, UN201706300118 , A-TB-2017-40211 , 道路散落物 
23.07819,120.295274, UN201706300262 , A-TB-2017-40296 , 道路散落物 
23.1428729,120.311419, UN201706300296 , A-TB-2017-40327 , 小廣告旗幟 
22.9934681,120.196414, UN201707010413 , A-TB-2017-40397 , 道路散落物 
22.99568,120.2057441, UN201707010498 , A-TB-2017-40449 , 道路散落物 
23.0145849,120.2117688, UN201707010569 , A-TB-2017-40504 , 其他汙染舉發 
23.0121736,120.2713723, UN201707020014 , A-TB-2017-40538 , 道路散落物 
22.9853801,120.201701, UN201707020066 , A-TB-2017-40567 , 其他汙染舉發 
23.2485908,120.2894005, UN201707020164 , A-TB-2017-40632 , 道路散落物 
23.0170713,120.2380111, UN201707020174 , A-TB-2017-40641 , 環境髒亂 
23.135984,120.1345524, UN201707030013 , A-TB-2017-40696 , 道路散落物 
23.0142419,120.2449634, UN201707030149 , A-TB-2017-40779 , 其他汙染舉發 
23.0142419,120.2449634, UN201707030156 , 民眾取消 , 其他汙染舉發 
22.9904313,120.2286195, UN201707030241 , 同A-TB-2017-40812一案 , 環境髒亂 
23.0735562,120.1761696, UN201707030262 , A-TB-2017-40864 , 環境髒亂 
23.0237134,120.200918, UN201707030341 , A-TB-2017-40906 , 市區道路路面油漬 
22.9383246,120.1776338, UN201707030365 , A-TB-2017-40925 , 道路散落物 
23.226233,120.3104309, UN201707040013 , A-TB-2017-40946 , 道路散落物 
23.0653947,120.2050636, UN201707040015 , A-TB-2017-40948 , 道路散落物 
22.9817651,120.1981649, UN201707040197 , A-TB-2017-41044 , 環境髒亂 
23.0543858,120.2115732, UN201707040273 , A-TB-2017-41126 , 環境髒亂 
22.957013,120.3015337, UN201707040351 , A-TB-2017-41166 , 道路散落物 
23.0136293,120.2461125, UN201707050020 , A-TB-2017-41180 , 道路散落物 
23.3269481,120.2813748, UN201707050119 , A-TB-2017-41225 , 道路散落物 
23.0751809,120.2764506, UN201707050272 , A-TB-2017-41326 , 小廣告旗幟 
23.0196981,120.242441, UN201707050279 , A-TB-2017-41312 , 市區道路路面油漬 
23.30809,120.309336, UN201707060065 , A-TB-2017-41398 , 環境髒亂 
23.008661,120.2227644, UN201707060125 , A-TB-2017-41441 , 環境髒亂 
22.9940463,120.1983472, UN201707060153 , A-TB-2017-41452 , 環境髒亂 
22.9841173,120.2112458, UN201707060185 , A-TB-2017-41471 , 小廣告旗幟 
22.9743892,120.2245181, UN201707060218 , A-TB-2017-41490 , 其他汙染舉發 
22.9824684,120.2172836, UN201707070010 , A-TB-2017-41570 , 道路散落物 
23.307382,120.316997, UN201707070042 , A-TB-2017-41590 , 道路散落物 
23.1363493,120.306941, UN201707070094 , A-TB-2017-41611 , 道路散落物 
22.9930761,120.2043659, UN201707070130 , A-TB-2017-41634 , 環境髒亂 
23.0068058,120.1863022, UN201707070132 , A-TB-2017-41633 , 道路散落物 
23.2324255,120.3455026, UN201707070292 , A-TB-2017-41758 , 環境髒亂 
22.9414195,120.1818156, UN201707070307 , A-TB-2017-41767 , 市區道路路面油漬 
23.0381902,120.2038007, UN201707080103 , A-TB-2017-41836 , 市區道路路面油漬 
23.023751,120.3086667, UN201707110003 , A-TB-2017-42404 , 道路散落物 
25.164388,121.7077177, UN201707110170 , A-TB-2017-42480 , 其他汙染舉發 
22.977997,120.187974, UN201707110336 , A-TB-2017-42599 , 市區道路路面油漬 
23.041581,120.2346597, UN201707120005 , A-TB-2017-42665 , 環境髒亂 
22.9223492,120.2010257, UN201707120059 , A-TB-2017-42704 , 市區道路路面油漬 
22.9946022,120.2266281, UN201707120173 , A-TB-2017-42767 , 其他汙染舉發 
22.9693836,120.2706333, UN201707120351 , A-TB-2017-42876 , 道路散落物 
23.0089784,120.2491598, UN201707120357 , A-TB-2017-42880 , 市區道路路面油漬 
23.028906,120.2515768, UN201707130013 , A-TB-2017-42890 , 道路散落物 
22.96964,120.210851, UN201707130018 , A-TB-2017-42894 , 環境髒亂 
22.9673932,120.205615, UN201707130275 , A-TB-2017-43084 , 市區道路路面油漬 
22.9258991,120.1832418, UN201707140011 , A-TB-2017-43108 , 道路散落物 
23.7099853,120.4388719, UN201707140137 , A-TB-2017-43234 , 道路散落物 
22.9206308,120.2249888, UN201707140185 , A-TB-2017-43253 , 道路散落物 
23.0087663,120.2371731, UN201707140220 , A-TB-2017-43316 , 小廣告旗幟 
23.0087663,120.2371731, UN201707140228 , A-TB-2017-43270 , 小廣告旗幟 
22.9841974,120.1999418, UN201707140291 , 同A-TB-2017-43314案件 , 其他汙染舉發 
22.9579126,120.2984046, UN201707140328 , A-TB-2017-43364 , 道路散落物 
23.068621,120.279544, UN201707150004 , A-TB-2017-43382 , 道路散落物 
23.0017223,120.2026789, UN201707150017 , A-TB-2017-43389 , 道路散落物 
23.0018037,120.1919905, UN201707150018 , A-TB-2017-43396 , 道路散落物 
23.215188,120.298984, UN201707150023 , A-TB-2017-43398 , 道路散落物 
23.0516954,120.2347165, UN201707150025 , A-TB-2017-43399 , 市區道路路面油漬 
23.0305854,120.2548847, UN201707150058 , A-TB-2017-43407 , 道路散落物 
24.8377537,120.9424455, UN201707150280 , A-TB-2017-43535 , 道路散落物 
22.9843112,120.2279356, UN201707160030 , A-TB-2017-43606 , 市區道路路面油漬 
23.0228436,120.2193234, UN201707170033 , A-TB-2017-43788 , 市區道路路面油漬 
23.26175,120.1639215, UN201707170126 , A-TB-2017-43851 , 其他汙染舉發 
22.9880021,120.2100216, UN201707170218 , A-TB-2017-43916 , 其他汙染舉發 
23.312304,120.3106502, UN201707170287 , A-TB-2017-43952 , 環境髒亂 
22.9553373,120.1710505, UN201707170333 , A-TB-2017-43981 , 道路散落物 
23.132735,120.299796, UN201707170369 , A-TB-2017-44040 , 環境髒亂 
23.0086133,120.1734564, UN201707170380 , A-TB-2017-44030 , 道路散落物 
23.0318375,120.2807979, UN201707170387 , A-TB-2017-44027 , 其他汙染舉發 
23.2266905,120.1824232, UN201707170394 , A-TB-2017-44032 , 道路散落物 
22.9814251,120.2023061, UN201707180004 , A-TB-2017-44051 , 道路散落物 
23.0370928,120.2138659, UN201707180151 , A-TB-2017-44127 , 市區道路路面油漬 
23.0221527,120.2341805, UN201707190303 , A-TB-2017-44417 , 大型廢棄物清運 
22.981442,120.184427, UN201707190374 , A-TB-2017-44473 , 道路散落物 
23.0411981,120.2374701, UN201707200170 , A-TB-2017-44603 , 道路散落物 
23.2422209,120.1877605, UN201707200192 , A-TB-2017-44594 , 道路散落物 
23.0298271,120.2443035, UN201707200273 , A-TB-2017-44631 , 
23.153704,120.178905, UN201707200339 , A-TB-2017-44684 , 道路散落物 
23.001495,120.2146369, UN201707210173 , A-TB-2017-44793 , 道路散落物 
22.9935158,120.1973639, UN201707210224 , A-TB-2017-44797 , 其他汙染舉發 
22.98644,120.2308129, UN201707210262 , A-TB-2017-44836 , 市區道路路面油漬 
23.0509869,120.1656056, UN201707210356 , A-TB-2017-44900 , 道路散落物 
23.015322,120.2355698, UN201707220002 , A-TB-2017-44905 , 道路散落物 
22.9932953,120.1960021, UN201707220004 , A-TB-2017-44906 , 道路散落物 
23.0483289,120.1889668, UN201707220012 , A-TB-2017-44910 , 道路散落物 
22.968501,120.195191, UN201707220127 , A-TB-2017-44980 , 大型廢棄物清運 
22.9841974,120.1999418, UN201707220161 , 同A-TB-2017-45001案件 , 其他汙染舉發 
22.9909395,120.1779102, UN201707220184 , A-TB-2017-45006 , 環境髒亂 
22.9948705,120.1985047, UN201707230008 , A-TB-2017-45083 , 道路散落物 
23.3181688,120.271364, UN201707230009 , A-TB-2017-45087 , 道路散落物 
22.6486237,120.3709562, UN201707230018 , A-TB-2017-45091 , 市區道路路面油漬 
22.9741955,120.2272467, UN201707230053 , A-TB-2017-45112 , 環境髒亂 
22.9834168,120.2434976, UN201707230075 , A-TB-2017-45127 , 環境髒亂 
22.9569986,120.2174741, UN201707230106 , A-TB-2017-45160 , 道路散落物 
23.031817,120.2268559, UN201707230164 , A-TB-2017-45188 , 道路散落物 
22.9736119,120.2273994, UN201707230167 , A-TB-2017-45192 , 環境髒亂 
23.032797,120.228612, UN201707230175 , A-TB-2017-45202 , 環境髒亂 
23.1110636,120.2036496, UN201707240021 , A-TB-2017-45257 , 道路散落物 
22.9900567,120.3041497, UN201707240157 , A-TB-2017-45299 , 其他汙染舉發 
25.0809408,121.473486, UN201707240252 , A-TB-2017-45371 , 環境髒亂 
22.9747815,120.1841116, UN201707240324 , A-TB-2017-45411 , 道路散落物 
23.1886966,120.130542, UN201707250015 , A-TB-2017-45494 , 道路散落物 
22.9422692,120.260319, UN201707250256 , A-TB-2017-45653 , 道路散落物 
23.0210851,120.2019911, UN201707260003 , A-TB-2017-45719 , 其他汙染舉發 
25.0564722,121.4938811, UN201707260004 , A-TB-2017-45720 , 其他汙染舉發 
23.1036173,120.3526487, UN201707260005 , A-TB-2017-45721 , 其他汙染舉發 
23.026911,120.2518424, UN201707260010 , A-TB-2017-45715 , 道路散落物 
23.0202025,120.1924856, UN201707260024 , A-TB-2017-45732 , 道路散落物 
22.9925382,120.2002248, UN201707260123 , A-TB-2017-45783 , 道路散落物 
23.052746,120.247681, UN201707260169 , A-TB-2017-45828 , 道路散落物 
22.992885,120.2878798, UN201707260330 , A-TB-2017-45951 , 道路散落物 
22.9244322,120.2398964, UN201707260344 , A-TB-2017-45937 , 道路散落物 
23.066293,120.1311195, UN201707270064 , A-TB-2017-45999 , 道路散落物 
22.9966232,120.2031681, UN201707270181 , A-TB-2017-46094 , 道路散落物 
23.001744,120.244957, UN201707280003 , A-TB-2017-46173 , 道路散落物 
22.9919796,120.2186512, UN201707280030 , A-TB-2017-46187 , 道路散落物 
22.998205,120.1751806, UN201707280038 , A-TB-2017-46194 , 其他汙染舉發 
22.9737264,120.2131508, UN201707280294 , A-TB-2017-46330 , 環境髒亂 
23.0248115,120.2064804, UN201707290002 , A-TB-2017-46397 , 道路散落物 
23.0572866,120.2334571, UN201707290005 , A-TB-2017-46398 , 道路散落物 
22.97324,120.295253, UN201707290085 , A-TB-2017-46431 , 市區道路路面油漬 
22.9591969,120.240566, UN201707290289 , A-TB-2017-46507 , 道路散落物 
23.0540177,120.1862119, UN201707290301 , A-TB-2017-46504 , 環境髒亂 
22.9904922,120.2438684, UN201707300059 , A-TB-2017-46572 , 環境髒亂 
22.979763,120.2365634, UN201707300112 , A-TB-2017-46592 , 環境髒亂 
23.0703493,120.2176152, UN201707300133 , A-TB-2017-46601 , 大型廢棄物清運 
23.009688,120.235088, UN201707300414 , A-TB-2017-46688 , 道路散落物 
23.0174807,120.2428169, UN201707310265 , A-TB-2017-46767 , 環境髒亂 
23.0358842,120.225332, UN201707310457 , A-TB-2017-46841 , 其他汙染舉發 
23.3394733,120.50482, UN201707310706 , A-TB-2017-46914 , 道路散落物 
23.139372,120.138512, UN201708010022 , A-TB-2017-46961 , 道路散落物 
23.0358842,120.225332, UN201708010226 , A-TB-2017-47084 , 其他汙染舉發 
23.0168,120.2610999, UN201708010266 , A-TB-2017-47090 , 道路散落物 
22.997649,120.2059782, UN201708010305 , A-TB-2017-47078 , 環境髒亂 
23.0337658,120.245643, UN201708010355 , A-TB-2017-47150 , 環境髒亂 
22.9697891,120.175032, UN201708010367 , A-TB-2017-47142 , 環境髒亂 
22.9692858,120.2104152, UN201708010466 , A-TB-2017-47252 , 道路散落物 
22.9592375,120.2249949, UN201708010486 , A-TB-2017-47257 , 道路散落物 
23.0236629,120.3087628, UN201708020005 , A-TB-2017-47262 , 道路散落物 
22.998789,120.238351, UN201708020010 , A-TB-2017-47269 , 道路散落物 
22.9653643,120.1882387, UN201708020149 , A-TB-2017-47342 , 道路散落物 
23.1056656,120.2933286, UN201708020268 , A-TB-2017-47456 , 道路散落物 
22.979763,120.2365634, UN201708030005 , A-TB-2017-47499 , 環境髒亂 
23.0478683,120.2887724, UN201708030010 , A-TB-2017-47497 , 道路散落物 
22.9987965,120.2489404, UN201708030138 , A-TB-2017-47578 , 道路散落物 
22.9890012,120.2236301, UN201708030295 , A-TB-2017-47699 , 市區道路路面油漬 
23.03952,120.2016, UN201708030331 , A-TB-2017-47726 , 道路散落物 
23.0131973,120.2150843, UN201708030339 , A-TB-2017-47748 , 道路散落物 
22.9628526,120.2251888, UN201708030343 , A-TB-2017-47749 , 環境髒亂 
23.0012714,120.2465263, UN201708040016 , A-TB-2017-47773 , 道路散落物 
23.0106896,120.210812, UN201708040019 , A-TB-2017-47782 , 市區道路路面油漬 
23.0429668,120.2009306, UN201708040067 , A-TB-2017-47793 , 其他汙染舉發 
22.9927416,120.2121033, UN201708040112 , A-TB-2017-47872 , 環境髒亂 
22.9638893,120.1853341, UN201708040352 , A-TB-2017-48046 , 環境髒亂 
23.013855,120.2470997, UN201708040361 , A-TB-2017-48050 , 道路散落物 
22.9822303,120.2147666, UN201708050019 , A-TB-2017-48083 , 道路散落物 
23.0087883,120.1866531, UN201708050073 , A-TB-2017-48099 , 其他汙染舉發 
22.9889195,120.1976578, UN201708050111 , A-TB-2017-48125 , 環境髒亂 
22.978557,120.2348955, UN201708050137 , A-TB-2017-48158 , 其他汙染舉發 
22.9849736,120.2170666, UN201708060005 , A-TB-2017-48254 , 環境髒亂 
23.0038535,120.245928, UN201708060046 , A-TB-2017-48282 , 道路散落物 
22.9963493,120.1938559, UN201708060247 , A-TB-2017-48416 , 環境髒亂 
23.0346232,120.2884019, UN201708060258 , A-TB-2017-48415 , 市區道路路面油漬 
22.983834,120.186486, UN201708080028 , A-TB-2017-48693 , 道路散落物 
23.0020529,120.2466846, UN201708080258 , A-TB-2017-48849 , 其他汙染舉發 
22.9897121,120.1892104, UN201708090183 , A-TB-2017-49107 , 環境髒亂 
22.9908002,120.1689892, UN201708090283 , A-TB-2017-49133 , 市區道路路面油漬 
22.9844916,120.168999, UN201708090312 , A-TB-2017-49155 , 道路散落物 
23.012813,120.1938305, UN201708090357 , A-TB-2017-49170 , 道路散落物 
22.8442364,120.2894675, UN201708100011 , A-TB-2017-49188 , 道路散落物 
23.040986,120.2371407, UN201708100015 , A-TB-2017-49191 , 道路散落物 
23.01848,120.215918, UN201708100048 , A-TB-2017-49213 , 市區道路路面油漬 
22.9886206,120.1950864, UN201708100178 , A-TB-2017-49277 , 環境髒亂 
23.0355963,120.1239729, UN201708100292 , A-TB-2017-49339 , 其他汙染舉發 
23.3006727,120.3059959, UN201708100332 , A-TB-2017-49396 , 環境髒亂 
22.98212,120.2452138, UN201708110439 , A-TB-2017-49447 , 道路散落物 
22.9960593,120.2184723, UN201708110469 , A-TB-2017-49459 , 其他汙染舉發 
23.0427172,120.2026681, UN201708110677 , A-TB-2017-49587 , 其他汙染舉發 
23.0414313,120.3033891, UN201708110722 , A-TB-2017-49626 , 道路散落物 
23.159635,120.3029521, UN201708120020 , A-TB-2017-49685 , 其他汙染舉發 
23.0490324,120.1713829, UN201708120076 , A-TB-2017-49700 , 道路散落物 
23.0793887,120.160975, UN201708120087 , A-TB-2017-49717 , 道路散落物 
23.0205922,120.2068408, UN201708120129 , A-TB-2017-49727 , 道路散落物 
23.0187308,120.2309149, UN201708120230 , A-TB-2017-49856 , 環境髒亂 
23.1237315,113.2982734, UN201708120306 , A-TB-2017-49868 , 其他汙染舉發 
23.0415401,120.2491544, UN201708130018 , A-TB-2017-49880 , 市區道路路面油漬 
22.9995202,120.1523992, UN201708130180 , A-TB-2017-49980 , 市區道路路面油漬 
25.0248316,121.4276298, UN201708130220 , A-TB-2017-50021 , 其他汙染舉發 
23.0047172,120.2014594, UN201708140008 , A-TB-2017-50034 併案 , 其他汙染舉發 
23.302127,120.307152, UN201708140039 , A-TB-2017-50046 , 環境髒亂 
23.0446273,120.22315, UN201708140084 , A-TB-2017-50065 , 其他汙染舉發 
