Id,Address,Latitude,Longitude,Time,Deaths_and_Injuries,Vehicles
1,臺南市將軍區南18線6.5公里路口,23.21851766080 ,120.15534258117 ,106年01月02日 16時20分00秒,死亡1;受傷0,自用-小客車;行人-人;自用-小客車;自用-小客車
2,臺南市安南區海佃路二段42號前0.0公尺,23.03053424202 ,120.19039703373 ,106年01月03日 06時18分00秒,死亡1;受傷1,普通重型-機車
3,臺南市鹽水區南3線公路孫厝高幹128號前(1.4公里東向),23.32009000000 ,120.26652000000 ,106年01月03日 10時50分00秒,死亡1;受傷1,普通重型-機車;計程車-小客車
4,臺南市北區西門路四段,23.01540657656 ,120.21012829154 ,106年01月10日 22時18分00秒,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
5,臺南市新化區竹子腳-竹仔支45右8右引4號電幹以東42.2公尺處,23.03816000000 ,120.31094000000 ,106年01月13日 11時50分00秒,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車
6,臺南市佳里區興化高幹33左8C3號前路口(南23線),23.16550000000 ,120.17683000000 ,106年01月19日 15時20分00秒,死亡1;受傷3,自用-小客車;普通重型-機車;乘客-人
7,臺南市歸仁區七甲里中正北路二段30號前0.0公尺,22.97955274133 ,120.29419745949 ,106年01月21日 04時03分00秒,死亡1;受傷0,大型重型2(250-550C.C.)-機車
8,臺南市安南區府安堤頂大道路前0.0公尺,23.04698000000 ,120.18477000000 ,106年01月23日 07時53分00秒,死亡1;受傷0,普通重型-機車;計程車-小客車
9,臺南市南區金華路一段417號前0.0公尺,22.97055804302 ,120.19047785692 ,106年01月25日 16時03分00秒,死亡1;受傷1,自用-小客車;普通重型-機車
10,臺南市鹽水區南3線(5公里處西向)孫厝高幹30號西側,23.32009000000 ,120.26652000000 ,106年01月28日 18時21分00秒,死亡1;受傷0,普通輕型-機車;自用-小客車
11,臺南市學甲區臺84線9.1公里宅港交流道西向下匝道出口處分向島,23.23045000000 ,120.18262000000 ,106年01月31日 10時20分00秒,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
12,臺南市北區公園北路153巷前0.0公尺,23.00448600000 ,120.20956875000 ,106年01月31日 11時25分00秒,死亡1;受傷0,自用-小客車;行人-人
13,臺南市南區省躬三街,22.92494720807 ,120.17939710096 ,106年02月03日 23時15分00秒,死亡1;受傷0,自用-小客車;行人-人;其他人-人
14,臺南市善化區文正里烏橋中路,23.12511870250 ,120.26917343031 ,106年02月06日 09時45分00秒,死亡1;受傷0,普通重型-機車;計程車-小客車;自用-小客車;普通重型-機車;乘客-人
15,臺南市六甲區南60鄉道林鳳營217號前,23.24329118186 ,120.31785179650 ,106年02月06日 19時03分00秒,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
16,臺南市玉井區臺3線371.7公里處北上外側路肩(&#22093;吧哖東路502號),23.12364000000 ,120.46033000000 ,106年02月07日 23時34分00秒,死亡1;受傷4,自用-小客車;普通重型-機車;乘客-人;乘客-人
17,臺南市七股區臺17線公路與南31之1線路口,23.12848595319 ,120.12507424187 ,106年02月08日 05時56分00秒,死亡1;受傷0,普通重型-機車;行人-人
18,臺南市東區東門路三段110號前0.0公尺,22.97886933943 ,120.23239264848 ,106年02月09日 07時42分00秒,死亡1;受傷0,普通重型-機車;自用-小客車;普通重型-機車
19,臺南市六甲區國道3號 328公里南向內側,23.23164000000 ,120.34747000000 ,106年02月09日 14時03分00秒,死亡1;受傷1,自用-小客車
20,臺南市東區中華東路二段前0.0公尺,22.98692655109 ,120.23347044899 ,106年02月10日 14時28分00秒,死亡1;受傷0,普通重型-機車;普通重型-機車;普通重型-機車
21,臺南市佳里區南27線1.3公里處北向一般車道,23.18376286531 ,120.15490478230 ,106年02月12日 23時00分00秒,死亡1;受傷0,營業用-全聯結車;普通重型-機車
22,臺南市歸仁區西埔一街,23.00396710353 ,120.28937651542 ,106年02月13日 15時30分00秒,死亡1;受傷0,普通重型-機車;自用-小客車;乘客-人
23,臺南市歸仁區歸仁五路與高發二路口,22.93012800000 ,120.28798800000 ,106年02月14日 17時20分00秒,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車;自用-小客車
24,臺南市東區裕文路,22.98248531926 ,120.24250383636 ,106年02月16日 02時08分00秒,死亡1;受傷0,行人-人;自用-小客車
25,臺南市安南區安通路,23.04698000000 ,120.18477000000 ,106年02月17日 16時38分00秒,死亡1;受傷1,普通重型-機車;行人-人;行人-人;自用-小客車;自用-小貨車(含客、貨兩用)
26,臺南市新市區港墘里民族路前0.0公尺,23.08431652617 ,120.30195166492 ,106年02月20日 11時10分00秒,死亡1;受傷0,營業用-曳引車;普通重型-機車;乘客-人
27,臺南市將軍區臺17線149公里800公尺處中央分隔島,23.19887000000 ,120.15837000000 ,106年02月21日 05時25分00秒,死亡1;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車
28,臺南市東區裕農路320號前0.0公尺,22.98679832916 ,120.22911718166 ,106年02月21日 23時08分00秒,死亡1;受傷1,自用-小客車;農耕用車(或機械)-其他車
29,臺南市仁德區成功里二仁路二段前0.0公尺,22.92822682657 ,120.22103285089 ,106年02月24日 04時20分00秒,死亡1;受傷1,自用-小客車;普通重型-機車
30,臺南市七股區176線公路3.2公里處,23.13995111769 ,120.13810826643 ,106年03月02日 06時00分00秒,死亡1;受傷0,自用-小客車;普通重型-機車;營業用-大貨車
31,臺南市楠西區臺3 363公里南向一般,23.16976754994 ,120.48830244305 ,106年03月05日 13時46分00秒,死亡1;受傷0,普通重型-機車;自用-小客車
32,臺南市白河區172甲線2.8公里處(白後高幹61電桿),23.35754695491 ,120.39354128897 ,106年03月05日 16時10分00秒,死亡1;受傷0,腳踏自行車-慢車
33,臺南市七股區南25線與南30線路口,23.14060000000 ,120.13896000000 ,106年03月14日 16時30分00秒,死亡1;受傷0,普通重型-機車;普通重型-機車
34,臺南市北門區臺17線145.8公里南向車道,23.25464934759 ,120.12870280481 ,106年03月15日 12時50分00秒,死亡1;受傷0,普通重型-機車
35,臺南市仁德區中正路三段323號前0.0公尺,22.98000964585 ,120.25624710630 ,106年03月16日 13時42分00秒,死亡1;受傷0,自用-小客車;乘客-人
36,臺南市下營區營前里中興南路282號前0.0公尺,23.22909588601 ,120.26898392833 ,106年03月18日 06時37分00秒,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
37,臺南市新化區北勢里中正路1083號前0.0公尺,23.05359882209 ,120.29979122800 ,106年03月18日 10時00分00秒,死亡1;受傷1,普通重型-機車;乘客-人
38,臺南市關廟區埤頭里關新路一段657號前0.0公尺,23.00233000000 ,120.31411000000 ,106年03月22日 05時23分00秒,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車
39,臺南市新營區嘉芳里復興路1001號前0.0公尺,23.30952580931 ,120.28343273244 ,106年03月24日 11時08分00秒,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用)
40,臺南市玉井區臺南市玉井區臺84線豐里路口,23.12364000000 ,120.46033000000 ,106年03月28日 16時10分00秒,死亡1;受傷0,大型重型1(550C.C.以上)-機車
41,臺南市歸仁區臺39線與西埔一街821巷口,23.01238104142 ,120.28869458552 ,106年03月30日 21時58分00秒,死亡1;受傷0,普通重型-機車
42,臺南市龍崎區182 27公里700.0公尺處西向外側,22.96611107938 ,120.35976153913 ,106年04月08日 12時50分00秒,死亡1;受傷0,普通重型-機車;計程車-小客車
43,臺南市學甲區174線與臺84線側車道路口,23.23440710298 ,120.18182283167 ,106年04月08日 16時03分00秒,死亡1;受傷0,自用-大貨車;普通重型-機車
44,臺南市安南區怡安路二段前0.0公尺,23.04418791391 ,120.19758338740 ,106年04月09日 03時57分00秒,死亡1;受傷0,普通重型-機車;自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
45,臺南市永康區龍昌街,23.03165559025 ,120.26821118144 ,106年04月10日 22時10分00秒,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用)
46,臺南市仁德區中山路前0.0公尺,22.97048329240 ,120.26163989806 ,106年04月15日 14時37分00秒,死亡1;受傷0,民營公車-大客車;普通重型-機車
47,臺南市後壁區下長2-13號,23.36583000000 ,120.36179000000 ,106年04月16日 08時13分00秒,死亡1;受傷0,普通重型-機車
48,臺南市中西區海安路,22.99387500000 ,120.19597650000 ,106年04月22日 04時43分00秒,死亡1;受傷2,自用-小客車;自用-大貨車;自用-小客車;乘客-人
49,臺南市西港區臺19線與南45線口,23.14355743580 ,120.19875361148 ,106年04月22日 07時30分00秒,死亡1;受傷1,營業用-大貨車;其他人-人;自用-大貨車;自用-小客車
50,臺南市永康區中正北路950之6號前0.0公尺,23.05580711212 ,120.27414714155 ,106年04月24日 12時50分00秒,死亡1;受傷0,營業用-大貨車;自用-小貨車(含客、貨兩用);遊覽車-大客車;自用-小客車
