緯度,經度,案件編號,立案案號
22.9955235,120.2010962, UN201505050082 , A-TB-2015-20690 
22.9971831,120.2125774, UN201505050099 , A-TB-2015-20687 
22.9790369,120.207304, UN201505050101 , A-TB-2015-20689 
23.0007333,120.2376973, UN201505050119 , A-TB-2015-20699 
22.9856098,120.2191907, UN201505050120 , A-TB-2015-20698 
22.9902728,120.1951257, UN201505050157 , A-TB-2015-20717 
23.0401635,120.1583139, UN201505050158 , A-TB-2015-20720 
22.9880931,120.1921845, UN201505050170 , A-TB-2015-20724 
22.9826494,120.1992277, UN201505050171 , A-TB-2015-20738 
23.04188,120.2403978, UN201505050192 , A-TB-2015-20747 
23.0023471,120.196334, UN201505050210 , A-TB-2015-20758 
22.9747815,120.1841116, UN201505050225 , A-TB-2015-20794 
22.981008,120.1930087, UN201505050243 , A-TB-2015-20789 
22.9700379,120.2320842, UN201505050258 , A-TB-2015-20796 
22.9844446,120.232242, UN201505050275 , A-TB-2015-20816 
22.9685051,120.230486, UN201505050279 , A-TB-2015-20810 
22.9814103,120.2345288, UN201505050309 , A-TB-2015-20837 
22.997718,120.197268, UN201505050325 , A-TB-2015-20849 
22.9807598,120.1909589, UN201505050335 , A-TB-2015-20858 
22.9685051,120.230486, UN201505060009 , A-TB-2015-20875 
22.9861382,120.2271768, UN201505060020 , A-TB-2015-20878 
23.0126051,120.2091742, UN201505060028 , A-TB-2015-20884 
23.0603505,120.1559952, UN201505060073 , A-TB-2015-20913 
23.0337658,120.245643, UN201505060091 , A-TB-2015-20923 
22.961031,120.2251229, UN201505060113 , A-TB-2015-20932 
22.9911834,120.2378882, UN201505060140 , A-TB-2015-20963 
22.9959014,120.2269258, UN201505060148 , A-TB-2015-20948 
22.994454,120.200035, UN201505060152 , A-TB-2015-20950 
23.0418152,120.2368992, UN201505060163 , A-TB-2015-20961 
23.0017383,120.2062692, UN201505060164 , A-TB-2015-20971 
22.981777,120.194643, UN201505060196 , A-TB-2015-20978 
22.9745464,120.2966001, UN201505060199 , A-TB-2015-20981 
23.0045677,120.1868067, UN201505060216 , A-TB-2015-21001 
22.987403,120.1902186, UN201505060262 , A-TB-2015-21038 
23.0022593,120.1957932, UN201505060267 , A-TB-2015-21034 
22.9959014,120.2269258, UN201505060268 , A-TB-2015-21035 
23.024066,120.1918433, UN201505060295 , A-TB-2015-21057 
23.0053845,120.2460591, UN201505060299 , A-TB-2015-21060 
23.0100556,120.2079485, UN201505060300 , A-TB-2015-21059 
22.9904919,120.2329276, UN201505060311 , A-TB-2015-21070 
22.9546473,120.2171344, UN201505060313 , A-TB-2015-21069 
23.0080064,120.2085185, UN201505060329 , A-TB-2015-21085 
22.9983269,120.2065869, UN201505060331 , A-TB-2015-21084 
23.0092709,120.2078526, UN201505060332 , A-TB-2015-21086 
22.9999983,120.1718709, UN201505070012 , A-TB-2015-21104 
23.0072404,120.2257872, UN201505070013 , A-TB-2015-21095 
22.996159,120.2195337, UN201505070032 , A-TB-2015-21103 
23.0005116,120.2246625, UN201505070050 , A-TB-2015-21119 
22.9989487,120.2009462, UN201505070053 , A-TB-2015-21123 
23.04188,120.2403978, UN201505070069 , A-TB-2015-21133 
22.9975773,120.2102911, UN201505070186 , A-TB-2015-21200 
23.0078422,120.2462868, UN201505070190 , A-TB-2015-21203 
22.9914679,120.1996507, UN201505070195 , A-TB-2015-21209 
22.990295,120.2208111, UN201505070209 , A-TB-2015-21228 
23.008311,120.234364, UN201505070218 , A-TB-2015-21255 
22.9959014,120.2269258, UN201505070222 , A-TB-2015-21258 
22.9894763,120.2031084, UN201505070225 , A-TB-2015-21259 
23.0069799,120.1863346, UN201505070230 , A-TB-2015-21263 
22.98133,120.2224227, UN201505070244 , A-TB-2015-21271 
23.0100556,120.2079485, UN201505070255 , A-TB-2015-21276 
23.0233571,120.220037, UN201505070303 , A-TB-2015-21297 
23.0054849,120.245963, UN201505080004 , A-TB-2015-21314 
22.9984482,120.2068346, UN201505080006 , A-TB-2015-21319 
22.9932995,120.213112, UN201505080012 , A-TB-2015-21322 
23.0019573,120.219643, UN201505080037 , A-TB-2015-21334 
23.0058756,120.2266787, UN201505080041 , A-TB-2015-21332 
23.0027613,120.2211065, UN201505080047 , A-TB-2015-21381 
22.9979595,120.2071947, UN201505080050 , A-TB-2015-21339 
22.9455827,120.2591904, UN201505080056 , A-TB-2015-21385 
22.978754,120.1949178, UN201505080061 , A-TB-2015-21400 
22.9904919,120.2329276, UN201505080067 , A-TB-2015-21364 
22.9916869,120.2105063, UN201505080099 , A-TB-2015-21365 
22.985183,120.2110269, UN201505080101 , A-TB-2015-21369 
23.008311,120.234364, UN201505080105 , A-TB-2015-21370 
22.9932117,120.2131577, UN201505080116 , A-TB-2015-21384 
22.992101,120.1907839, UN201505080134 , A-TB-2015-21405 
22.9932689,120.1869656, UN201505080136 , A-TB-2015-21406 
22.981476,120.189305, UN201505080137 , A-TB-2015-21407 
22.9826494,120.1992277, UN201505080140 , A-TB-2015-21408 
22.9906407,120.1816026, UN201505080146 , A-TB-2015-21415 
22.9947575,120.1986977, UN201505080155 , A-TB-2015-21411 
22.9915713,120.1924559, UN201505080164 , A-TB-2015-21420 
22.995149,120.1973059, UN201505080184 , A-TB-2015-21468 
22.9938189,120.2018026, UN201505080195 , A-TB-2015-21448 
22.996027,120.211779, UN201505080227 , A-TB-2015-21466 
22.9985042,120.1842666, UN201505080254 , A-TB-2015-21484 
22.9908691,120.2250184, UN201505080256 , A-TB-2015-21485 
23.008311,120.234364, UN201505080258 , A-TB-2015-21487 
22.9840019,120.1864689, UN201505080262 , A-TB-2015-21491 
23.307225,120.3156182, UN201505080264 , A-TB-2015-21493 
22.9920459,120.1894628, UN201505080265 , A-TB-2015-21497 
22.9923469,120.2103896, UN201505080272 , A-TB-2015-21494 
22.9849416,120.1899994, UN201505080277 , A-TB-2015-21503 
23.0645351,120.2944186, UN201505080282 , A-TB-2015-21508 
22.974438,120.214183, UN201505080298 , A-TB-2015-21518 
23.0400294,120.2437574, UN201505080300 , A-TB-2015-21517 
22.99858,120.225433, UN201505080312 , A-TB-2015-21527 
22.9826132,120.2193412, UN201505080322 , A-TB-2015-21535 
22.9895166,120.2103672, UN201505080326 , A-TB-2015-21539 
22.9936111,120.2017016, UN201505080345 , A-TB-2015-21551 
22.9996317,120.2010381, UN201505080348 , A-TB-2015-21553 
22.975884,120.228572, UN201505080351 , A-TB-2015-21555 
23.011546,120.206343, UN201505090003 , A-TB-2015-21568 
22.9902567,120.2275062, UN201505090050 , A-TB-2015-21596 
23.1921925,120.3172234, UN201505090057 , A-TB-2015-21585 
22.9850967,120.2214934, UN201505090058 , A-TB-2015-21584 
23.000808,120.188939, UN201505090059 , A-TB-2015-21583 
23.0065424,120.2256254, UN201505090067 , A-TB-2015-21592 
23.1325333,120.2899939, UN201505090096 , A-TB-2015-21614 
22.998989,120.1688957, UN201505090098 , A-TB-2015-21615 
22.9913515,120.2005342, UN201505090100 , A-TB-2015-21617 
23.3086346,120.3159839, UN201505090109 , A-TB-2015-21625 
22.998857,120.195917, UN201505090113 , A-TB-2015-21629 
22.9851085,120.2230054, UN201505090124 , A-TB-2015-21637 
22.9928345,120.1982946, UN201505090140 , A-TB-2015-21646 
22.9914987,120.2302909, UN201505090155 , A-TB-2015-21654 
22.9852299,120.2449388, UN201505090165 , A-TB-2015-21661 
23.024066,120.1918433, UN201505090166 , A-TB-2015-21665 
22.9794904,120.2129385, UN201505090168 , A-TB-2015-21670 
22.9972946,120.1971875, UN201505090169 , A-TB-2015-21669 
23.0131491,120.2036199, UN201505090194 , A-TB-2015-21685 
22.9895166,120.2103672, UN201505090196 , A-TB-2015-21689 
23.0221742,120.2242381, UN201505090199 , A-TB-2015-21693 
23.0246842,120.2610385, UN201505090205 , A-TB-2015-21696 
23.0125287,120.2168844, UN201505090213 , A-TB-2015-21704 
22.9996873,120.2180947, UN201505090216 , A-TB-2015-21707 
23.0373945,120.2542644, UN201505090222 , A-TB-2015-21710 
23.0143391,120.2143547, UN201505100025 , A-TB-2015-21728 
22.9998936,120.189377, UN201505100038 , A-TB-2015-21735 
22.9916869,120.2105063, UN201505100062 , A-TB-2015-21747 
23.1606231,120.1783575, UN201505100080 , A-TB-2015-21761 
22.981974,120.204977, UN201505100085 , A-TB-2015-21763 
22.9930358,120.2030421, UN201505100091 , A-TB-2015-21769 
23.0373945,120.2542644, UN201505100092 , A-TB-2015-21768 
22.996159,120.2195337, UN201505100096 , A-TB-2015-21772 
22.9927007,120.1793408, UN201505100104 , A-TB-2015-21778 
23.0155124,120.2180181, UN201505100107 , A-TB-2015-21780 
22.9965584,120.1922086, UN201505100108 , A-TB-2015-21781 
22.9739668,120.2207119, UN201505100112 , A-TB-2015-21783 
22.9930358,120.2030421, UN201505100119 , A-TB-2015-21787 
23.1826765,120.2513936, UN201505100128 , A-TB-2015-21791 
22.9756732,120.21229, UN201505100132 , A-TB-2015-21793 
22.997187,120.199682, UN201505100137 , A-TB-2015-21799 
22.9967046,120.1856716, UN201505100143 , A-TB-2015-21800 
23.3071631,120.3136509, UN201505100150 , A-TB-2015-21819 
22.9921059,120.2104176, UN201505100152 , A-TB-2015-21804 
23.0387656,120.1879506, UN201505100158 , A-TB-2015-21829 
23.063479,120.218812, UN201505100165 , A-TB-2015-21809 
23.305081,120.313918, UN201505100173 , A-TB-2015-21814 
22.9852322,120.1947216, UN201505100176 , A-TB-2015-21836 
22.9817228,120.1925773, UN201505100177 , A-TB-2015-21837 
22.9675793,120.2156721, UN201505100185 , A-TB-2015-21824 
23.1301762,120.3014604, UN201505100197 , A-TB-2015-21826 
22.9928903,120.1974017, UN201505100212 , A-TB-2015-21846 
22.9941064,120.1964433, UN201505110001 , A-TB-2015-21847 
22.9852426,120.1957805, UN201505110010 , A-TB-2015-21850 
22.9966096,120.1908315, UN201505110032 , A-TB-2015-21862 
22.9838186,120.2221978, UN201505110047 , A-TB-2015-21868 
22.964902,120.2953111, UN201505110088 , A-TB-2015-21893 
23.0645351,120.2944186, UN201505110092 , A-TB-2015-21889 
23.003269,120.221102, UN201505110096 , A-TB-2015-21891 
22.9672946,120.2274146, UN201505110137 , A-TB-2015-21918 
22.9725291,120.2157326, UN201505110144 , A-TB-2015-21924 
23.0032942,120.2662812, UN201505110147 , A-TB-2015-21923 
22.9726104,120.2373741, UN201505110183 , A-TB-2015-21942 
22.9968325,120.1972877, UN201505110204 , A-TB-2015-21949 
22.9922128,120.2105654, UN201505110205 , A-TB-2015-21951 
22.9973015,120.2034257, UN201505110213 , A-TB-2015-21953 
22.9905213,120.2121276, UN201505110214 , A-TB-2015-21954 
22.919074,120.227629, UN201505110228 , A-TB-2015-21964 
23.3076454,120.3162675, UN201505110233 , A-TB-2015-21965 
22.9840019,120.1864689, UN201505110247 , A-TB-2015-21973 
22.9872458,120.2065307, UN201505110273 , A-TB-2015-22004 
22.9975773,120.2102911, UN201505110296 , A-TB-2015-22020 
23.0797361,120.2949718, UN201505110297 , A-TB-2015-22003 
22.983879,120.2314099, UN201505110299 , A-TB-2015-22007 
22.9959014,120.2269258, UN201505110305 , A-TB-2015-22009 
22.9811839,120.2375028, UN201505110308 , A-TB-2015-22010 
22.9968906,120.1819402, UN201505110316 , A-TB-2015-22013 
22.9972094,120.1944272, UN201505110317 , A-TB-2015-22021 
23.0100556,120.2079485, UN201505110325 , A-TB-2015-22029 
22.9956656,120.207567, UN201505110345 , A-TB-2015-22040 
23.3121073,120.3139576, UN201505120106 , A-TB-2015-22114 
23.1236935,120.4600677, UN201505120108 , A-TB-2015-22116 
23.0066064,120.2102973, UN201505120127 , A-TB-2015-22146 
23.132108,120.299319, UN201505120137 , A-TB-2015-22140 
23.0181688,120.2266515, UN201505120179 , A-TB-2015-22169 
22.9858341,120.2044483, UN201505120186 , A-TB-2015-22171 
22.995874,120.1726827, UN201505120194 , A-TB-2015-22177 
23.0121563,120.205469, UN201505120218 , A-TB-2015-22208 
22.9975773,120.2102911, UN201505120244 , A-TB-2015-22233 
22.9885726,120.2254119, UN201505120245 , A-TB-2015-22235 
22.986574,120.2231509, UN201505120252 , A-TB-2015-22239 
22.9831634,120.220213, UN201505120256 , A-TB-2015-22245 
22.9958559,120.2269133, UN201505120257 , A-TB-2015-22244 
23.0069062,120.2594698, UN201505120259 , A-TB-2015-22246 
23.0006816,120.2324215, UN201505120274 , A-TB-2015-22252 
23.0414028,120.2369241, UN201505120286 , A-TB-2015-22264 
22.9891014,120.2037457, UN201505120288 , A-TB-2015-22265 
22.9758708,120.1897227, UN201505120304 , A-TB-2015-22274 
22.9846889,120.2612564, UN201505120311 , A-TB-2015-22224 
23.0645351,120.2944186, UN201505130053 , A-TB-2015-22306 
22.9969748,120.197483, UN201505130054 , A-TB-2015-22310 
22.9940727,120.2009758, UN201505130058 , A-TB-2015-22321 
22.988601,120.2355385, UN201505130121 , A-TB-2015-22355 
22.998768,120.239238, UN201505130122 , A-TB-2015-22357 
22.9958559,120.2269133, UN201505130124 , A-TB-2015-22358 
23.0105125,120.2261832, UN201505130129 , A-TB-2015-22361 
22.9921059,120.2104176, UN201505130130 , A-TB-2015-22362 
22.9792544,120.1963898, UN201505130145 , A-TB-2015-22369 
22.9940378,120.2107761, UN201505130178 , A-TB-2015-22392 
22.9973015,120.2034257, UN201505130220 , A-TB-2015-22423 
23.0519575,120.2427435, UN201505130257 , A-TB-2015-22459 
22.9959014,120.2269258, UN201505130277 , A-TB-2015-22445 
23.005582,120.246009, UN201505140009 , A-TB-2015-22497 
22.9989487,120.2009462, UN201505140032 , A-TB-2015-22504 
23.0645351,120.2944186, UN201505140038 , A-TB-2015-22510 
22.99935,120.236034, UN201505140055 , A-TB-2015-22518 
23.004668,120.23564, UN201505140082 , A-TB-2015-22536 
22.968121,120.2276149, UN201505140102 , A-TB-2015-22534 
23.0032411,120.2213002, UN201505140128 , A-TB-2015-22548 
22.9980021,120.2114299, UN201505140145 , A-TB-2015-22554 
23.0337658,120.245643, UN201505140154 , A-TB-2015-22559 
23.0091927,120.2305752, UN201505140181 , A-TB-2015-22572 
23.000228,120.1621236, UN201505140199 , A-TB-2015-22580 
22.984798,120.205545, UN201505140208 , A-TB-2015-22584 
22.9944228,120.1969341, UN201505140223 , A-TB-2015-22591 
22.9992872,120.2024723, UN201505140224 , A-TB-2015-22598 
22.9997398,120.2117281, UN201505140240 , A-TB-2015-22604 
22.9924989,120.20102, UN201505140254 , A-TB-2015-22618 
22.9807607,120.2322359, UN201505140281 , A-TB-2015-22641 
22.9842094,120.2179383, UN201505140292 , A-TB-2015-22645 
23.000808,120.188939, UN201505140307 , A-TB-2015-22650 
22.9968325,120.1972877, UN201505140315 , A-TB-2015-22657 
23.0293134,120.2564993, UN201505140316 , A-TB-2015-22660 
23.0019261,120.1789768, UN201505140323 , A-TB-2015-22658 
23.0532515,120.1670791, UN201505140356 , A-TB-2015-22686 
22.9865459,120.2084327, UN201505150010 , A-TB-2015-22694 
23.0337658,120.245643, UN201505150094 , A-TB-2015-22757 
23.0007968,120.2363974, UN201505150128 , A-TB-2015-22787 
22.9930358,120.2030421, UN201505150168 , A-TB-2015-22804 
23.302452,120.309315, UN201505150175 , A-TB-2015-22807 
23.0014808,120.1678128, UN201505150191 , A-TB-2015-22813 
23.0645351,120.2944186, UN201505150225 , A-TB-2015-22836 
23.029262,120.2249199, UN201505150261 , A-TB-2015-22867 
22.9791661,120.1913162, UN201505150269 , A-TB-2015-22873 
22.994134,120.210059, UN201505150277 , A-TB-2015-22872 
22.9930358,120.2030421, UN201505150281 , A-TB-2015-22875 
22.9937832,120.2095151, UN201505150286 , A-TB-2015-22881 
22.9970066,120.2112396, UN201505150291 , A-TB-2015-22880 
23.003157,120.2354027, UN201505150305 , A-TB-2015-22902 
22.9718801,120.2162428, UN201505150313 , A-TB-2015-22908 
22.9826375,120.2173963, UN201505150315 , A-TB-2015-22909 
22.9874217,120.2252497, UN201505150325 , A-TB-2015-22894 
22.9935485,120.2264099, UN201505150329 , A-TB-2015-22900 
22.9960881,120.1938465, UN201505150334 , A-TB-2015-22903 
22.9940727,120.2009758, UN201505150339 , A-TB-2015-22907 
22.9977196,120.1989146, UN201505160066 , A-TB-2015-22952 
22.9969748,120.197483, UN201505160070 , A-TB-2015-22953 
22.9968153,120.1782318, UN201505160084 , A-TB-2015-22964 
22.9994672,120.2385781, UN201505160090 , A-TB-2015-22967 
23.0241627,120.1914092, UN201505160092 , A-TB-2015-22969 
22.988993,120.187768, UN201505160102 , A-TB-2015-22972 
22.979939,120.1881193, UN201505160106 , A-TB-2015-22977 
22.9792267,120.2182291, UN201505160121 , A-TB-2015-22985 
22.9983183,120.2066328, UN201505160122 , A-TB-2015-22982 
23.3071159,120.314036, UN201505160125 , A-TB-2015-22987 
22.9879091,120.197401, UN201505160126 , A-TB-2015-22986 
22.9889361,120.2096719, UN201505160131 , A-TB-2015-22989 
22.9885712,120.2355733, UN201505160139 , A-TB-2015-22994 
22.9984976,120.2284396, UN201505160141 , A-TB-2015-22997 
23.03952,120.2016, UN201505160166 , A-TB-2015-23009 
22.997478,120.2025433, UN201505160169 , A-TB-2015-23010 
23.0100556,120.2079485, UN201505160173 , A-TB-2015-23012 
22.984798,120.205545, UN201505170025 , A-TB-2015-23048 
22.9981795,120.1978481, UN201505170033 , A-TB-2015-23052 
22.9969748,120.197483, UN201505170054 , A-TB-2015-23062 
22.9945635,120.2179444, UN201505170069 , A-TB-2015-23067 
23.0699424,120.1798043, UN201505170082 , A-TB-2015-23077 
22.9646761,120.1926475, UN201505170091 , A-TB-2015-23082 
23.0120894,120.2058885, UN201505170095 , A-TB-2015-23084 
22.982244,120.2055852, UN201505170096 , A-TB-2015-23085 
22.9890622,120.204325, UN201505170105 , A-TB-2015-23091 
22.9905286,120.1953282, UN201505170110 , A-TB-2015-23097 
22.995051,120.2208563, UN201505170111 , A-TB-2015-23096 
22.9965896,120.2158356, UN201505170112 , A-TB-2015-23098 
23.0593256,120.2393399, UN201505170125 , A-TB-2015-23106 
22.9936064,120.2131496, UN201505170130 , A-TB-2015-23108 
23.1200986,120.1989469, UN201505170131 , A-TB-2015-23107 
23.0120742,120.2051928, UN201505170136 , A-TB-2015-23111 
22.9719929,120.2225874, UN201505170149 , A-TB-2015-23119 
22.987738,120.2082071, UN201505170154 , A-TB-2015-23121 
22.9734496,120.2146541, UN201505170159 , A-TB-2015-23124 
23.1903113,120.24306, UN201505170165 , A-TB-2015-23125 
23.0191223,120.2413962, UN201505170170 , A-TB-2015-23132 
23.0033855,120.2207343, UN201505170187 , A-TB-2015-23143 
22.9667772,120.2297086, UN201505180047 , A-TB-2015-23161 
22.99831,120.197992, UN201505180072 , A-TB-2015-23213 
22.9920179,120.2105376, UN201505180093 , A-TB-2015-23177 
23.0418152,120.2368992, UN201505180125 , A-TB-2015-23200 
23.0033954,120.22064, UN201505180169 , A-TB-2015-23219 
22.9997025,120.2346938, UN201505180185 , A-TB-2015-23247 
22.9920568,120.2102017, UN201505180204 , A-TB-2015-23239 
23.0190529,120.2257794, UN201505180215 , A-TB-2015-23280 
23.0347245,120.3032861, UN201505180272 , A-TB-2015-23281 
22.9938716,120.2093781, UN201505180273 , A-TB-2015-23285 
22.9816175,120.1914653, UN201505180275 , A-TB-2015-23286 
23.0121563,120.205469, UN201505180279 , A-TB-2015-23289 
22.9805187,120.207189, UN201505180304 , A-TB-2015-23316 
22.9838729,120.2195226, UN201505180321 , A-TB-2015-23331 
22.9993814,120.2543368, UN201505180329 , A-TB-2015-23337 
23.0380654,120.2659942, UN201505180338 , A-TB-2015-23344 
22.9874217,120.2252497, UN201505180340 , A-TB-2015-23345 
22.9926168,120.2154402, UN201505180345 , A-TB-2015-23333 
23.0032938,120.2208225, UN201505180351 , A-TB-2015-23352 
23.0005495,120.2133713, UN201505190017 , A-TB-2015-23362 
23.000373,120.195907, UN201505190020 , A-TB-2015-23409 
23.0330542,120.2566141, UN201505190026 , A-TB-2015-23365 
23.0037705,120.2460015, UN201505190027 , A-TB-2015-23411 
22.9967941,120.1916344, UN201505190066 , A-TB-2015-23382 
23.005531,120.1937299, UN201505190084 , A-TB-2015-23393 
23.0337658,120.245643, UN201505190120 , A-TB-2015-23420 
22.9904919,120.2329276, UN201505190138 , A-TB-2015-23457 
22.9920508,120.2106193, UN201505190219 , A-TB-2015-23491 
22.9963635,120.2105791, UN201505190223 , A-TB-2015-23497 
22.9801929,120.2283533, UN201505190244 , A-TB-2015-23505 
23.0404763,120.1904796, UN201505190272 , A-TB-2015-23552 
22.9953679,120.1927552, UN201505190277 , A-TB-2015-23532 
22.9779612,120.1927006, UN201505190295 , A-TB-2015-23538 
