Id,Address,Latitude,Longitude,Time,Deaths_and_Injuries,Vehicles
1,臺南市北區大和路,23.01333762622 ,120.18993767586 ,106年01月01日 01時05分00秒,死亡0;受傷1,普通重型-機車;計程車-小客車
2,臺南市歸仁區六甲里凱旋路三段前0.0公尺,22.95047984878 ,120.27754504772 ,106年01月01日 01時20分00秒,死亡0;受傷1,普通重型-機車
3,臺南市七股區南42線公路081119號燈桿旁南向車道,23.14060000000 ,120.13896000000 ,106年01月01日 01時40分00秒,死亡0;受傷1,普通重型-機車
4,臺南市中西區正興街,22.99434182236 ,120.19734006909 ,106年01月01日 02時00分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人
5,臺南市北區成功路,22.99749553107 ,120.21218718757 ,106年01月01日 02時10分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
6,臺南市新市區臺1線與新港社大道路口,23.07982670762 ,120.27646618041 ,106年01月01日 04時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
7,臺南市東區裕信路,22.97669705036 ,120.24478990648 ,106年01月01日 05時15分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
8,臺南市安定區,23.12176000000 ,120.23727000000 ,106年01月01日 05時30分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小客車
9,臺南市新化區竹仔腳177之12號,23.06822612257 ,120.34669984456 ,106年01月01日 07時10分00秒,死亡0;受傷1,普通重型-機車
10,臺南市七股區台17線公路與南38線路口,23.10349369628 ,120.15300264944 ,106年01月01日 07時15分00秒,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車
11,臺南市佳里區四維三街101號前一般車道,23.15038964141 ,120.17514549709 ,106年01月01日 07時25分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人
12,臺南市白河區165線道10.1公里處,23.35020077688 ,120.41540400537 ,106年01月01日 08時25分00秒,死亡0;受傷3,普通重型-機車;行人-人;乘客-人
13,臺南市永康區中華路,23.00810215300 ,120.23414379625 ,106年01月01日 08時38分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
14,臺南市永康區埔園里八德街230巷前0.0公尺,23.03763652165 ,120.25654816955 ,106年01月01日 09時00分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
15,臺南市歸仁區辜厝里中正六街,22.96576831276 ,120.29307949789 ,106年01月01日 09時08分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
16,臺南市新化區中山路與建國街口,23.03816000000 ,120.31094000000 ,106年01月01日 09時30分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人
17,臺南市柳營區中埕里中興南街,23.27658526090 ,120.31606667134 ,106年01月01日 09時38分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
18,臺南市北區文賢一路37號前0.0公尺,23.00520734110 ,120.19601965653 ,106年01月01日 09時39分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
19,臺南市善化區台一線與南129線路口,23.13231000000 ,120.29657000000 ,106年01月01日 09時55分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
20,臺南市佳里區光復路與文化路口,23.16315600000 ,120.17479500000 ,106年01月01日 10時05分00秒,死亡0;受傷1,自用-小客車;腳踏自行車-慢車
21,臺南市東區自由路三段228號前0.0公尺,22.97989104302 ,120.23766563587 ,106年01月01日 10時05分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
22,臺南市後壁區,23.36583000000 ,120.36179000000 ,106年01月01日 10時10分00秒,死亡0;受傷1,普通重型-機車
23,臺南市後壁區南90線道2.9公里處,23.37438247905 ,120.37992058979 ,106年01月01日 10時35分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用)
24,臺南市佳里區建南街與自由街路口,23.15615911180 ,120.17975143258 ,106年01月01日 10時45分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人;普通重型-機車
25,臺南市安南區國安街56巷141弄前0.0公尺,23.02650309930 ,120.18809537263 ,106年01月01日 11時22分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
26,臺南市歸仁區後市里中山五街,22.96678437652 ,120.28903742451 ,106年01月01日 11時29分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
27,臺南市安平區平生路85號前0.0公尺,23.00165437330 ,120.16458991283 ,106年01月01日 11時30分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
28,臺南市仁德區保安里文賢路前0.0公尺,22.92384000000 ,120.23583000000 ,106年01月01日 11時42分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車;普通重型-機車
29,臺南市仁德區後壁里德洋路,22.95297093530 ,120.24633389278 ,106年01月01日 13時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
30,臺南市北區東興路二段43號前,23.00047544031 ,120.22862694158 ,106年01月01日 13時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
31,臺南市關廟區五甲里旺萊路,22.95189212421 ,120.33158056908 ,106年01月01日 13時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
32,臺南市仁德區仁德里中山路前0.0公尺,22.97310910941 ,120.24629625575 ,106年01月01日 13時53分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人
33,臺南市東區林森路一段145號前0.0公尺,22.98217471663 ,120.21492179878 ,106年01月01日 14時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
34,臺南市永康區中山南路365巷3號前0.0公尺,23.02417840828 ,120.24534526453 ,106年01月01日 14時12分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
35,臺南市仁德區土庫路221巷前0.0公尺,22.98191400000 ,120.26317725000 ,106年01月01日 14時16分00秒,死亡0;受傷1,電動自行車-慢車;自用-小客車
36,臺南市歸仁區武東里歸仁大道100號前0.0公尺,22.92500277823 ,120.28591378960 ,106年01月01日 14時37分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
37,臺南市中西區頂美三街,23.00242193765 ,120.18618519982 ,106年01月01日 15時20分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
38,臺南市歸仁區許厝里信義北路,22.96694884802 ,120.29776853840 ,106年01月01日 15時23分00秒,死亡0;受傷1,普通輕型-機車;自用-小客車
39,臺南市永康區鹽洲里中正南路前0.0公尺,23.03305614692 ,120.22826599619 ,106年01月01日 15時39分00秒,死亡0;受傷1,自用-小客車;自用-小客車
40,臺南市新營區中營里東山路136號前0.0公尺,23.30929759392 ,120.32986842062 ,106年01月01日 16時00分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
41,臺南市北區海安路三段,23.00251001454 ,120.19952159966 ,106年01月01日 16時18分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用)
42,臺南市安南區安和路二段40號前0.0公尺,23.03731345829 ,120.21418536271 ,106年01月01日 16時20分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
43,臺南市新化區協興里大智路,23.03933000000 ,120.30058000000 ,106年01月01日 16時30分00秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人
44,臺南市新市區國道8號 9公里400.0公尺處西向內側,23.07894000000 ,120.29525000000 ,106年01月01日 17時40分00秒,死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人
45,臺南市安平區永華六街,22.99389707501 ,120.17700391796 ,106年01月01日 18時03分00秒,死亡0;受傷1,自用-小客車;普通輕型-機車
46,臺南市南區濱南路,22.96164180256 ,120.18388572544 ,106年01月01日 18時30分00秒,死亡0;受傷6,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
47,臺南市關廟區深坑里南雄路一段前0.0公尺,22.93171981249 ,120.33998750678 ,106年01月01日 18時34分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
48,臺南市北區和緯路四段前0.0公尺,23.00701313804 ,120.18663570285 ,106年01月01日 19時00分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人
49,臺南市中西區民生路,22.99233000000 ,120.20555000000 ,106年01月01日 19時05分00秒,死亡0;受傷1,普通重型-機車
50,臺南市東區東成街,22.98007389423 ,120.23292546074 ,106年01月01日 19時05分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
51,臺南市安南區海佃路一段119號前0.0公尺,23.02268211435 ,120.19185027933 ,106年01月01日 19時06分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
52,臺南市北區台17線觀海橋上,22.99947000000 ,120.20301000000 ,106年01月01日 19時10分00秒,死亡0;受傷1,自用-小客車;自用-小客車;自用-小客車;警備車-特種車
53,臺南市新營區護鎮里三興街前0.0公尺,23.32506000000 ,120.29653000000 ,106年01月01日 19時20分00秒,死亡0;受傷3,普通重型-機車;乘客-人;乘客-人
54,臺南市鹽水區橋南里南門路55號前0.0公尺,23.31392143391 ,120.26881531318 ,106年01月01日 19時42分00秒,死亡0;受傷2,普通重型-機車;行人-人
55,臺南市南區灣裡路343號前0.0公尺,22.92488251901 ,120.18276482446 ,106年01月01日 19時45分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車
56,臺南市七股區臺17線公路與176線公路路口,23.15236081628 ,120.09403301163 ,106年01月01日 20時00分00秒,死亡0;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
57,臺南市鹽水區橋南里忠孝路,23.31121649091 ,120.26910739105 ,106年01月01日 20時31分00秒,死亡0;受傷1,普通重型-機車
58,臺南市新營區王公里樂利街,23.31459450000 ,120.31788150000 ,106年01月01日 21時06分00秒,死亡0;受傷1,普通輕型-機車;自用-小客車
59,臺南市新化區台20線14.2K,23.03870447100 ,120.30910646864 ,106年01月01日 21時15分00秒,死亡0;受傷1,普通重型-機車
60,臺南市玉井區臺20線東向38.3公里處,23.12040867603 ,120.46309488702 ,106年01月01日 22時17分00秒,死亡0;受傷1,普通重型-機車
61,臺南市後壁區,23.36583000000 ,120.36179000000 ,106年01月01日 22時48分00秒,死亡0;受傷1,普通重型-機車
62,臺南市新市區國道8號 11公里900.0公尺處西向內側,23.07894000000 ,120.29525000000 ,106年01月01日 23時45分00秒,死亡0;受傷2,自用-小客車;自用-小客車;乘客-人
63,臺南市北區臨安路二段,23.00433827098 ,120.20117391468 ,106年01月02日 07時56分00秒,死亡0;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
64,臺南市東區中華東路二段243巷前0.0公尺,22.98267938028 ,120.23249064069 ,106年01月02日 08時20分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
65,臺南市北區西門路前0.0公尺,22.99947000000 ,120.20301000000 ,106年01月02日 08時25分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
66,臺南市中西區府緯街,22.98387600000 ,120.19889040733 ,106年01月02日 08時40分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
67,臺南市永康區聖龍街31號前0.0公尺,23.02997388427 ,120.25723991396 ,106年01月02日 08時54分00秒,死亡0;受傷3,自用-小客車;普通重型-機車;乘客-人;乘客-人
68,臺南市中西區健康路一段,22.98143700000 ,120.20142150000 ,106年01月02日 09時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
69,臺南市六甲區六甲里中正路512巷20號前,23.22984497363 ,120.35191052623 ,106年01月02日 09時23分00秒,死亡0;受傷1,普通重型-機車;其他人-人
70,臺南市新化區竹子腳－－區道南170線1.4公里處路口,23.03052183845 ,120.29529830639 ,106年01月02日 09時30分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
71,臺南市永康區永康里永華路,23.02211699416 ,120.25871729733 ,106年01月02日 09時38分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
72,臺南市安平區安北路,22.99757229207 ,120.14761000624 ,106年01月02日 09時39分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
73,臺南市東區勝利路,23.00021164543 ,120.21848791844 ,106年01月02日 09時45分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人
74,臺南市楠西區曾文水庫道路北向1.1公里處,23.17428000000 ,120.48644000000 ,106年01月02日 10時08分00秒,死亡0;受傷1,租賃車-小客車;普通重型-機車
75,臺南市永康區埔園里中山路118號前0.0公尺,23.02917681349 ,120.25643562283 ,106年01月02日 10時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
76,臺南市東區北門路,23.32381830770 ,120.27039265391 ,106年01月02日 10時27分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人
77,臺南市中西區府前路一段303號前0.0公尺,22.98970203913 ,120.20140055606 ,106年01月02日 10時35分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車
78,臺南市安定區,23.12176000000 ,120.23727000000 ,106年01月02日 11時00分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
79,臺南市安平區平生路,23.00164987558 ,120.16462103456 ,106年01月02日 11時15分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
80,臺南市柳營區士林里中山西路三段前0.0公尺,23.27662670608 ,120.31035931171 ,106年01月02日 11時20分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人
81,臺南市新營區新北里民治路138號前0.0公尺,23.30985959285 ,120.30927843797 ,106年01月02日 11時37分00秒,死亡0;受傷2,普通重型-機車;普通輕型-機車;自用-小客車
82,臺南市安平區安平路56號前0.0公尺,22.99806434722 ,120.18523182001 ,106年01月02日 11時50分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人
83,臺南市鹽水區橋南里南門路前0.0公尺,23.31282930438 ,120.26956754385 ,106年01月02日 12時05分00秒,死亡0;受傷2,普通重型-機車;行人-人
84,臺南市東區林森路一段前0.0公尺,22.98350315299 ,120.21994137952 ,106年01月02日 12時07分00秒,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車
85,臺南市安南區北安路二段147巷前0.0公尺,23.02782369983 ,120.20357578092 ,106年01月02日 12時09分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
86,臺南市仁德區太子路,22.99071150000 ,120.24842400000 ,106年01月02日 12時34分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
87,臺南市永康區中正路,23.03285062210 ,120.24655943588 ,106年01月02日 13時37分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;乘客-人;乘客-人
88,臺南市官田區臺1線北向、官田幹172,23.18650388578 ,120.33906196678 ,106年01月02日 13時45分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人
89,臺南市北區文賢路1122巷前0.0公尺,23.01691125999 ,120.19608752121 ,106年01月02日 14時10分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車
90,臺南市北區臨安路二段310號前0.0公尺,23.00495309429 ,120.20294691344 ,106年01月02日 14時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
91,臺南市東區中華東路三段380巷61號前0.0公尺,22.97500105745 ,120.21953402678 ,106年01月02日 14時18分00秒,死亡0;受傷1,自用-小客車;行人-人
92,臺南市安南區安和路二段284-3號前0.0公尺,23.04247802831 ,120.21630489538 ,106年01月02日 14時25分00秒,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用)
93,臺南市東區中華東路二段295巷前0.0公尺,22.98169844237 ,120.23168398157 ,106年01月02日 14時30分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
94,臺南市永康區五王里中華路366號前0.0公尺,23.00905798423 ,120.23370495210 ,106年01月02日 14時38分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
95,臺南市安平區華平路,22.99867249260 ,120.17595075085 ,106年01月02日 14時52分00秒,死亡0;受傷3,自用-小客車;計程車-小客車;乘客-人;乘客-人
96,臺南市永康區永華路前0.0公尺,23.00636389146 ,120.25917012378 ,106年01月02日 15時00分00秒,死亡0;受傷1,普通重型-機車
97,臺南市官田區隆本里勝利路與文化街口,23.19622200000 ,120.31812900000 ,106年01月02日 15時11分00秒,死亡0;受傷1,自用-小客車;乘客-人
98,臺南市中西區西賢二街前0.0公尺,23.00029768689 ,120.17656594027 ,106年01月02日 15時20分00秒,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人
99,臺南市後壁區魚寮高分8電桿前,23.37010000000 ,120.33757000000 ,106年01月02日 15時40分00秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車
100,臺南市安南區惠安街,23.02691400000 ,120.21084225000 ,106年01月02日 16時00分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
101,臺南市東區裕農路446巷25之1號前0.0公尺,22.98720653428 ,120.23181827076 ,106年01月02日 16時00分00秒,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人
102,臺南市中西區中正路前0.0公尺,22.99429685263 ,120.19234707132 ,106年01月02日 16時55分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
103,臺南市南區中華西路一段58巷4號前0.0公尺,22.97129249235 ,120.18406027991 ,106年01月02日 17時00分00秒,死亡0;受傷1,普通輕型-機車;普通重型-機車
104,臺南市佳里區佳東路411號,23.16301979517 ,120.18238969649 ,106年01月02日 17時18分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
105,臺南市後壁區,23.36583000000 ,120.36179000000 ,106年01月02日 17時20分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用)
106,臺南市白河區庄內里裕農路,23.35521293569 ,120.41967942603 ,106年01月02日 17時40分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人
107,臺南市安平區安北路前0.0公尺,22.99757229207 ,120.14761000624 ,106年01月02日 17時46分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
108,臺南市東區東興路,22.99153273051 ,120.22885255448 ,106年01月02日 18時00分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人
109,臺南市麻豆區興中路16之4號前0.0公尺,23.18368448846 ,120.24906750000 ,106年01月02日 18時00分00秒,死亡0;受傷1,普通輕型-機車;普通重型-機車
110,臺南市中西區永福路一段139號前0.0公尺,22.98740475849 ,120.20015014324 ,106年01月02日 18時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
111,臺南市鹽水區學鹽高幹160右6電桿處路口,23.32009000000 ,120.26652000000 ,106年01月02日 18時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
112,臺南市安南區永安橋前,23.05214506824 ,120.23880455893 ,106年01月02日 18時36分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用)
113,臺南市新營區中營里中山路前0.0公尺,23.30565498548 ,120.31963367415 ,106年01月02日 18時51分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
114,臺南市佳里區176線與南47線口,23.17485600000 ,120.20579550000 ,106年01月02日 18時53分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
115,臺南市安南區安明路二段前0.0公尺,23.04022500000 ,120.15829575000 ,106年01月02日 19時10分00秒,死亡0;受傷1,自用-小客車;自用-小客車
116,臺南市歸仁區長榮路一段3巷口,22.91009121233 ,120.26620592562 ,106年01月02日 20時00分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
117,臺南市下營區新興里中山路一段412號前0.0公尺,23.23934626014 ,120.27109556432 ,106年01月02日 20時08分00秒,死亡0;受傷1,自用-小客車
118,臺南市東區東寧路122號前0.0公尺,22.99191556757 ,120.22182026741 ,106年01月02日 20時53分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
119,臺南市北區東豐路,23.00144484060 ,120.22907739118 ,106年01月02日 21時05分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
120,臺南市中西區府連路,22.98311127621 ,120.21009713555 ,106年01月02日 22時38分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
121,臺南市白河區南89 3公里900.0公尺處南向外側,23.38223199343 ,120.41566457910 ,106年01月02日 23時00分00秒,死亡0;受傷3,自用-小客車;乘客-人;乘客-人
122,臺南市新化區正新路369號前0.0公尺,23.04021482653 ,120.30258865653 ,106年01月03日 00時40分00秒,死亡0;受傷2,自用-小客車;自用-小客車;自用-小客車;乘客-人
123,臺南市永康區文化路289號前0.0公尺,23.01483658728 ,120.25371449126 ,106年01月03日 02時50分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
124,臺南市東區崇明路,22.97574030044 ,120.22181308658 ,106年01月03日 04時55分00秒,死亡0;受傷1,租賃車-小客車;普通重型-機車
125,臺南市七股區南26線公路處6.6公里處路肩,23.14060000000 ,120.13896000000 ,106年01月03日 05時20分00秒,死亡0;受傷1,普通重型-機車
126,臺南市六甲區六甲里民權街43號前0.0公尺,23.22751353020 ,120.34946091509 ,106年01月03日 06時05分00秒,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車
127,臺南市佳里區進學路161巷口,23.16622746026 ,120.19312180155 ,106年01月03日 06時20分00秒,死亡0;受傷2,普通重型-機車;行人-人
128,臺南市新市區,23.07894000000 ,120.29525000000 ,106年01月03日 06時36分00秒,死亡0;受傷1,普通重型-機車
129,臺南市新市區南134線新港社大道口,23.07982670762 ,120.27646618041 ,106年01月03日 06時36分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
130,臺南市仁德區保安里中正路一段185-2號前0.0公尺,22.92154671441 ,120.23555037524 ,106年01月03日 06時39分00秒,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車
131,臺南市中西區南寧街,22.98495872233 ,120.20307864733 ,106年01月03日 07時22分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
132,臺南市後壁區南85線與南80線路口,23.36639400000 ,120.32998650000 ,106年01月03日 07時24分00秒,死亡0;受傷2,普通重型-機車;自用-小客車
133,臺南市永康區鹽行里中正南路490巷前0.0公尺,23.03396575910 ,120.23322823376 ,106年01月03日 07時40分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
134,臺南市北區文賢路271號前0.0公尺,23.00567959478 ,120.19358772924 ,106年01月03日 07時45分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
135,臺南市永康區中華路前0.0公尺,23.00810215300 ,120.23414379625 ,106年01月03日 07時45分00秒,死亡0;受傷1,普通重型-機車
136,臺南市善化區臺1 313公里100.0公尺處北向外側,23.12680832328 ,120.31857674064 ,106年01月03日 07時49分00秒,死亡0;受傷1,普通重型-機車
137,臺南市南區新建路33巷前0.0公尺,22.96974899222 ,120.18564949011 ,106年01月03日 07時55分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人
138,臺南市下營區後街里中正北路前0.0公尺,23.23576329553 ,120.26248334869 ,106年01月03日 08時30分00秒,死亡0;受傷1,腳踏自行車-慢車
139,臺南市南區永成路二段730巷前0.0公尺,22.95357907251 ,120.19506899094 ,106年01月03日 08時55分00秒,死亡0;受傷1,普通重型-機車
140,臺南市北區中華北路二段前0.0公尺,23.02026541488 ,120.19935424463 ,106年01月03日 09時00分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
141,臺南市善化區臺19甲 21公里200.0公尺處南向機慢車道,23.11994756937 ,120.29418728277 ,106年01月03日 09時01分00秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
142,臺南市安平區建平七街30號前0.0公尺,22.98824932890 ,120.18488998765 ,106年01月03日 09時10分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人
143,臺南市白河區南92線2.1K處,23.36656184733 ,120.41915257263 ,106年01月03日 09時14分00秒,死亡0;受傷1,腳踏自行車-慢車
144,臺南市永康區中正北路318巷1-2號,23.04187437553 ,120.25372115569 ,106年01月03日 09時15分00秒,死亡0;受傷1,營業用-大貨車;普通重型-機車
145,臺南市南區新和路,22.96735563687 ,120.17952956898 ,106年01月03日 09時25分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車
146,臺南市麻豆區營後9-2號前,23.20850000000 ,120.19750000000 ,106年01月03日 09時46分00秒,死亡0;受傷1,普通重型-機車
147,臺南市新化區172 4公里東向中內,23.03816000000 ,120.31094000000 ,106年01月03日 09時55分00秒,死亡0;受傷1,普通重型-機車
148,臺南市安平區育平五街前0.0公尺,22.99081050000 ,120.16805400000 ,106年01月03日 09時57分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
149,臺南市中西區永福路,22.99233000000 ,120.20555000000 ,106年01月03日 10時20分00秒,死亡0;受傷1,普通重型-機車;自用-大貨車
150,臺南市北區北華街,23.00113097118 ,120.20663376571 ,106年01月03日 10時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
151,臺南市中西區南門路227巷10號前0.0公尺,22.98384772217 ,120.20500503497 ,106年01月03日 10時25分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
152,臺南市山上區北勢洲22號,23.11270000000 ,120.33750000000 ,106年01月03日 10時40分00秒,死亡0;受傷1,自用-小客車;自用-小客車
153,臺南市官田區興隆街與忠孝路口,23.19770662125 ,120.30973502831 ,106年01月03日 11時15分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
154,臺南市六甲區臺一線與南68線路口,23.24405601845 ,120.31929902184 ,106年01月03日 11時21分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車
155,臺南市永康區埔園里自強路430巷前0.0公尺,23.03077500000 ,120.25542150000 ,106年01月03日 11時54分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
156,臺南市安南區無名巷與安寧街79巷口,23.02300278985 ,120.19324822319 ,106年01月03日 12時00分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用)
157,臺南市六甲區甲南里中正路382號前0.0公尺,23.22526100397 ,120.35092943611 ,106年01月03日 12時15分00秒,死亡0;受傷2,電動輔助自行車-慢車;腳踏自行車-慢車
158,臺南市南區新興路533巷前0.0公尺,22.97358756409 ,120.18720602892 ,106年01月03日 12時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
159,臺南市安南區海尾路,23.03813105437 ,120.18713586525 ,106年01月03日 13時19分00秒,死亡0;受傷2,營業用-曳引車;行人-人;行人-人
160,臺南市永康區蔦松里正北一路,23.04955027223 ,120.25995053026 ,106年01月03日 13時45分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
161,臺南市永康區復興里復興路351號前0.0公尺,22.99855753621 ,120.24113028573 ,106年01月03日 14時30分00秒,死亡0;受傷1,普通重型-機車
162,臺南市安南區北汕尾三路,23.04753033864 ,120.13554453100 ,106年01月03日 15時24分00秒,死亡0;受傷1,營業用-大貨車;普通重型-機車
163,臺南市永康區小東路689號前0.0公尺,22.99859348211 ,120.23981463045 ,106年01月03日 15時35分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車
164,臺南市中西區成功路313巷前0.0公尺,22.99945966322 ,120.20060483161 ,106年01月03日 16時00分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
165,臺南市安平區建平路前0.0公尺,22.98612553537 ,120.18187264403 ,106年01月03日 16時00分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
166,臺南市東區東寧路,22.99150656412 ,120.22316926490 ,106年01月03日 16時10分00秒,死亡0;受傷2,普通輕型-機車;普通重型-機車;自用-小客車
167,臺南市南區大成路二段134號前0.0公尺,22.97494552597 ,120.19409002554 ,106年01月03日 16時25分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
168,臺南市北區開南街143巷28弄前0.0公尺,23.00590572020 ,120.22610840413 ,106年01月03日 17時05分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
169,臺南市新化區民生路,23.03983370697 ,120.30866440411 ,106年01月03日 17時05分00秒,死亡0;受傷1,自用-小客車;行人-人
170,臺南市永康區東灣里大灣路前0.0公尺,23.00369856437 ,120.26580483433 ,106年01月03日 17時11分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車
171,臺南市中西區民生綠園與民生路口,22.99233000000 ,120.20555000000 ,106年01月03日 17時13分00秒,死亡0;受傷1,普通重型-機車;自用-小客車
172,臺南市佳里區博愛街與中山路口,23.15763000000 ,120.17728800000 ,106年01月03日 17時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車
